Train dataset: data/classification/data.simple.train.1000.csv
Test dataset: data/classification/data.simple.test.1000.csv
Layers: [2, 2]
Test dataset: 0
Seed: 12020122
Learning rate: 0.1
Activation function: sigmoid
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-675.125454365383;0.01;99.5
10;-677.2048957570628;0.01;99.5
15;-675.125454365383;0.01;99.5
20;-676.5117486265028;0.008;99.6
25;-675.125454365383;0.01;99.5
30;-676.5117486265028;0.008;99.6
35;-676.5117486265028;0.008;99.6
40;-675.818601495943;0.012;99.4
45;-676.5117486265028;0.008;99.6
50;-676.5117486265028;0.008;99.6
55;-676.5117486265028;0.008;99.6
60;-677.8980428876228;0.006;99.7
65;-675.125454365383;0.01;99.5
70;-675.125454365383;0.01;99.5
75;-677.8980428876228;0.006;99.7
80;-677.8980428876228;0.006;99.7
85;-677.2048957570628;0.01;99.5
90;-676.5117486265028;0.008;99.6
95;-676.5117486265028;0.008;99.6
100;-676.5117486265028;0.008;99.6
105;-676.5117486265028;0.008;99.6
110;-676.5117486265028;0.008;99.6
115;-676.5117486265028;0.008;99.6
120;-676.5117486265028;0.008;99.6
125;-677.8980428876228;0.006;99.7
130;-675.125454365383;0.01;99.5
135;-677.2048957570628;0.01;99.5
140;-675.125454365383;0.01;99.5
145;-676.5117486265028;0.008;99.6
150;-677.8980428876228;0.006;99.7
155;-677.8980428876228;0.012;99.4
160;-676.5117486265028;0.008;99.6
165;-677.8980428876228;0.006;99.7
170;-676.5117486265028;0.008;99.6
175;-677.8980428876228;0.006;99.7
180;-677.8980428876228;0.006;99.7
185;-677.8980428876228;0.006;99.7
190;-677.8980428876228;0.006;99.7
195;-677.8980428876228;0.006;99.7
200;-677.8980428876228;0.006;99.7
205;-677.8980428876228;0.006;99.7
210;-676.5117486265028;0.008;99.6
215;-676.5117486265028;0.008;99.6
220;-676.5117486265028;0.008;99.6
225;-677.8980428876228;0.006;99.7
230;-677.8980428876228;0.006;99.7
235;-677.8980428876228;0.006;99.7
240;-676.5117486265028;0.008;99.6
245;-677.8980428876228;0.006;99.7
250;-677.8980428876228;0.006;99.7
255;-677.8980428876228;0.006;99.7
260;-677.8980428876228;0.006;99.7
265;-676.5117486265028;0.008;99.6
270;-676.5117486265028;0.008;99.6
275;-677.8980428876228;0.006;99.7
280;-677.2048957570628;0.01;99.5
285;-676.5117486265028;0.008;99.6
290;-676.5117486265028;0.008;99.6
295;-677.8980428876228;0.006;99.7
300;-677.8980428876228;0.006;99.7
