Train dataset: data/classification/data.simple.train.100.csv
Test dataset: data/classification/data.simple.test.100.csv
Layers: [2, 16, 8, 4, 2, 2]
Test dataset: 1
Seed: 12020122
Learning rate: 0.1
Activation function: sigmoid
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-101.89264289231178;1.06;47.0
10;-1.4699999273582893e-05;0.94;53.0
15;-1.4699999273582893e-05;0.94;53.0
20;-1.4699999273582893e-05;0.94;53.0
25;-1.4699999273582893e-05;0.94;53.0
30;-101.89264289231178;1.06;47.0
35;-1.4699999273582893e-05;0.94;53.0
40;-1.4699999273582893e-05;0.94;53.0
45;-1.4699999273582893e-05;0.94;53.0
50;-1.4699999273582893e-05;0.94;53.0
55;-1.4699999273582893e-05;0.94;53.0
60;-1.4699999273582893e-05;0.94;53.0
65;-101.89264289231178;1.06;47.0
70;-1.4699999273582893e-05;0.94;53.0
75;-1.4699999273582893e-05;0.94;53.0
80;-101.89264289231178;1.06;47.0
85;-101.89264289231178;1.06;47.0
90;-1.4699999273582893e-05;0.94;53.0
95;-1.4699999273582893e-05;0.94;53.0
100;-101.89264289231178;1.06;47.0
105;-101.89264289231178;1.06;47.0
110;-1.4699999273582893e-05;0.94;53.0
115;-1.4699999273582893e-05;0.94;53.0
120;-1.4699999273582893e-05;0.94;53.0
125;-1.4699999273582893e-05;0.94;53.0
130;-1.4699999273582893e-05;0.94;53.0
135;-1.4699999273582893e-05;0.94;53.0
140;-101.89264289231178;1.06;47.0
145;-1.4699999273582893e-05;0.94;53.0
150;-1.4699999273582893e-05;0.94;53.0
155;-1.4699999273582893e-05;0.94;53.0
160;-1.4699999273582893e-05;0.94;53.0
165;-1.4699999273582893e-05;0.94;53.0
170;-1.4699999273582893e-05;0.94;53.0
175;-1.4699999273582893e-05;0.94;53.0
180;-1.4699999273582893e-05;0.94;53.0
185;-23.56701713903753;0.6;70.0
190;-65.84899210319443;0.02;99.0
195;-60.99696218927478;0.06;97.0
200;-65.84899210319443;0.02;99.0
205;-65.84899210319443;0.02;99.0
210;-65.84899210319443;0.02;99.0
215;-65.84899210319443;0.02;99.0
220;-64.46269784207453;0.04;98.0
225;-65.15584497263448;0.0;100.0
230;-65.84899210319443;0.02;99.0
235;-65.84899210319443;0.02;99.0
240;-65.84899210319443;0.02;99.0
245;-65.84899210319443;0.02;99.0
250;-65.84899210319443;0.02;99.0
255;-65.84899210319443;0.02;99.0
260;-65.84899210319443;0.02;99.0
265;-65.84899210319443;0.02;99.0
270;-65.84899210319443;0.02;99.0
275;-65.84899210319443;0.02;99.0
280;-65.84899210319443;0.02;99.0
285;-65.84899210319443;0.02;99.0
290;-65.84899210319443;0.02;99.0
295;-65.84899210319443;0.02;99.0
300;-65.84899210319443;0.02;99.0
