Train dataset: data/classification/data.simple.train.1000.csv
Test dataset: data/classification/data.simple.test.1000.csv
Layers: [2, 256, 128, 64, 32, 2]
Test dataset: 0
Seed: 12020122
Learning rate: 0.1
Activation function: sigmoid
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-676.5117486265028;0.014;99.3
10;-648.7858634041049;0.048;97.6
15;-664.0351002764238;0.026;98.7
20;-692.4541326293818;0.03;98.5
25;-694.5335740210617;0.036;98.2
30;-647.399569142985;0.05;97.5
35;-681.3637785404226;0.01;99.5
40;-664.0351002764238;0.026;98.7
45;-684.1363670626623;0.012;99.4
50;-669.5802773209034;0.018;99.1
55;-669.5802773209034;0.018;99.1
60;-669.5802773209034;0.018;99.1
65;-674.432307234823;0.02;99.0
70;-675.125454365383;0.01;99.5
75;-668.1939830597835;0.02;99.0
80;-686.9089555849021;0.014;99.3
85;-677.2048957570628;0.016;99.2
90;-688.295249846022;0.018;99.1
95;-683.4432199321025;0.01;99.5
100;-683.4432199321025;0.01;99.5
105;-678.5911900181827;0.014;99.3
110;-689.6815441071419;0.022;98.9
115;-674.432307234823;0.02;99.0
120;-675.818601495943;0.012;99.4
125;-681.3637785404226;0.01;99.5
130;-688.295249846022;0.018;99.1
135;-677.2048957570628;0.016;99.2
140;-686.9089555849021;0.014;99.3
145;-686.9089555849021;0.014;99.3
150;-691.0678383682618;0.038;98.1
155;-681.3637785404226;0.016;99.2
160;-672.3528658431433;0.014;99.3
165;-675.125454365383;0.01;99.5
170;-678.5911900181827;0.008;99.6
175;-673.7391601042632;0.012;99.4
180;-672.3528658431433;0.014;99.3
185;-676.5117486265028;0.008;99.6
190;-672.3528658431433;0.014;99.3
195;-661.262511754184;0.03;98.5
200;-665.4213945375437;0.024;98.8
205;-681.3637785404226;0.01;99.5
210;-665.4213945375437;0.024;98.8
215;-691.0678383682618;0.026;98.7
220;-672.3528658431433;0.014;99.3
225;-672.3528658431433;0.014;99.3
230;-676.5117486265029;0.014;99.3
235;-677.2048957570628;0.016;99.2
240;-676.5117486265028;0.008;99.6
245;-676.5117486265028;0.008;99.6
250;-675.818601495943;0.012;99.4
255;-666.8076887986635;0.022;98.9
260;-669.5802773209034;0.018;99.1
265;-675.818601495943;0.012;99.4
270;-684.8295141932224;0.008;99.6
275;-677.8980428876228;0.006;99.7
280;-687.602102715462;0.034;98.3
285;-677.2048957570628;0.01;99.5
290;-682.0569256709825;0.012;99.4
295;-673.7391601042632;0.012;99.4
300;-675.818601495943;0.012;99.4
