Train dataset: data/regression/data.cube.train.100.csv
Test dataset: data/regression/data.cube.test.100.csv
Layers: [1, 2, 1] with biases
Seed: 12020122
Epochs	Loss
2	0.0016390833158559169
4	0.0009356849309225778
6	0.0008538182470295672
8	0.0008370541655541875
10	0.0008334256558281552
12	0.0008327108688668085
14	0.0008325846708832228
16	0.0008325640611346137
18	0.0008325608361724353
20	0.0008325603410916635
22	0.0008325602655997862
24	0.0008325602541028357
26	0.0008325602523504357
28	0.0008325602520829374
30	0.0008325602520420452
32	0.0008325602520357847
34	0.0008325602520348252
36	0.0008325602520346778
38	0.000832560252034656
40	0.0008325602520346516
42	0.0008325602520346513
44	0.0008325602520346513
46	0.0008325602520346513
48	0.0008325602520346513
50	0.0008325602520346513
52	0.0008325602520346513
54	0.0008325602520346513
56	0.0008325602520346513
58	0.0008325602520346513
60	0.0008325602520346513
62	0.0008325602520346513
64	0.0008325602520346513
66	0.0008325602520346513
68	0.0008325602520346513
70	0.0008325602520346513
72	0.0008325602520346513
74	0.0008325602520346513
76	0.0008325602520346513
78	0.0008325602520346513
80	0.0008325602520346513
82	0.0008325602520346513
84	0.0008325602520346513
86	0.0008325602520346513
88	0.0008325602520346513
90	0.0008325602520346513
92	0.0008325602520346513
94	0.0008325602520346513
96	0.0008325602520346513
98	0.0008325602520346513
100	0.0008325602520346513
