Train dataset: data/classification/data.simple.train.1000.csv
Test dataset: data/classification/data.simple.test.1000.csv
Layers: [2, 32, 16, 8, 2]
Test dataset: 0
Seed: 12020122
Learning rate: 0.1
Activation function: tanh
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-675.818601495943;0.012;99.4
10;-677.2048957570628;0.016;99.2
15;-677.2048957570628;0.016;99.2
20;-677.8980428876228;0.006;99.7
25;-677.2048957570628;0.016;99.2
30;-675.125454365383;0.028;98.6
35;-677.2048957570628;0.016;99.2
40;-677.2048957570628;0.016;99.2
45;-677.2048957570628;0.016;99.2
50;-675.8186014959429;0.018;99.1
55;-677.2048957570628;0.016;99.2
60;-677.2048957570628;0.016;99.2
65;-674.432307234823;0.068;96.6
70;-675.8186014959429;0.018;99.1
75;-677.2048957570628;0.016;99.2
80;-673.7391601042631;0.024;98.8
85;-677.8980428876228;0.018;99.1
90;-677.2048957570628;0.016;99.2
95;-678.5911900181827;0.014;99.3
100;-675.818601495943;0.012;99.4
105;-675.125454365383;0.01;99.5
110;-674.432307234823;0.02;99.0
115;-674.432307234823;0.02;99.0
120;-677.2048957570628;0.016;99.2
125;-675.125454365383;0.01;99.5
130;-677.2048957570628;0.016;99.2
135;-677.8980428876228;0.018;99.1
140;-676.5117486265028;0.008;99.6
145;-676.5117486265028;0.008;99.6
150;-677.2048957570628;0.016;99.2
155;-677.2048957570628;0.016;99.2
160;-677.8980428876228;0.006;99.7
165;-678.5911900181827;0.014;99.3
170;-675.125454365383;0.01;99.5
175;-678.5911900181827;0.02;99.0
180;-677.8980428876228;0.006;99.7
185;-675.818601495943;0.012;99.4
190;-677.2048957570628;0.016;99.2
195;-675.8186014959429;0.018;99.1
200;-677.2048957570628;0.016;99.2
205;-676.5117486265028;0.008;99.6
210;-677.8980428876228;0.006;99.7
215;-677.8980428876228;0.006;99.7
220;-675.8186014959429;0.018;99.1
225;-677.8980428876228;0.006;99.7
230;-675.818601495943;0.012;99.4
235;-677.2048957570628;0.016;99.2
240;-675.125454365383;0.01;99.5
245;-676.5117486265028;0.008;99.6
250;-677.8980428876228;0.006;99.7
255;-675.818601495943;0.012;99.4
260;-677.2048957570628;0.016;99.2
265;-677.8980428876228;0.006;99.7
270;-675.8186014959429;0.018;99.1
275;-677.2048957570628;0.01;99.5
280;-677.8980428876228;0.018;99.1
285;-676.5117486265028;0.008;99.6
290;-677.8980428876228;0.006;99.7
295;-675.125454365383;0.01;99.5
300;-678.5911900181827;0.014;99.3
