Train dataset: data/regression/data.activation.train.1000.csv
Test dataset: data/regression/data.activation.test.1000.csv
Layers: [1, 256, 128, 64, 32, 1]
Test dataset: 0
Seed: 12020122
Learning rate: 0.1
Activation function: sigmoid
Output function: indentity
Problem type: regression
Epochs: 300
Epochs;Loss (mse);Loss (msle)
5;0.0008997155452370071;inf
10;0.0005184436080814381;inf
15;0.0006484627675853672;inf
20;0.00019385525303578524;inf
25;0.00025608597612603685;inf
30;0.0003356844486596177;inf
35;0.00012218241566190982;0.009594181179830562
40;0.00024356526606168012;inf
45;9.0659998423981e-05;0.010397511593355257
50;8.628305030217277e-05;0.011247390096258547
55;8.489211308702178e-05;0.011221809198096821
60;0.00013820997842620215;0.012136406885400335
65;0.00019862452207695296;0.015158016311625744
70;0.000181075942814903;0.011371870080470354
75;9.565758250833266e-05;0.01797712386098788
80;0.00016546162338925398;0.011648815119753568
85;0.00011330158100343249;0.012295285915776399
90;0.00010544169240774724;0.012233137410696981
95;7.392749097427373e-05;0.016446908183865894
100;7.561508181410231e-05;0.013493704310268575
105;7.102719263443993e-05;0.016917518168517137
110;8.193224851170732e-05;0.015648544677792565
115;6.714779665036434e-05;0.0171512203395864
120;0.00011534953635789771;0.011958096195759608
125;9.55404525029612e-05;0.013362404598454532
130;6.741082276374905e-05;0.017833122171572836
135;6.144301992400875e-05;0.017387547799166094
140;6.333187627799271e-05;0.01685790895686733
145;5.4708221452806266e-05;0.014987771772796922
150;6.533086121036799e-05;0.01433068869653663
155;5.641412632947321e-05;0.017785776328737544
160;5.7691978434371156e-05;0.016856471418294466
165;8.669445906631545e-05;0.012882063291444333
170;5.233403171804781e-05;0.013865979831832917
175;6.102187867045285e-05;0.01988519596820449
180;8.448991517212569e-05;0.011934114454306633
185;5.537628185954756e-05;0.017992525761265928
190;4.56344219226371e-05;0.016813360799052574
195;4.36910868122796e-05;0.014908082019559128
200;4.2877330058724854e-05;0.01697305758178332
205;6.82177590324207e-05;0.012726447322551463
210;4.019012610549327e-05;0.01694886176459831
215;4.719324544500288e-05;0.015997020554465367
220;3.8366230581369196e-05;0.016525949918004094
225;3.8328429316910685e-05;0.015579882481430277
230;4.839844937262118e-05;0.01462275725440291
235;5.9085277872598494e-05;0.012423016024917024
240;3.352179775647409e-05;0.014456970091384807
245;3.376057809826728e-05;0.01641244040784791
250;3.633985186156934e-05;0.01449529808713725
255;3.363259067955398e-05;0.01655317009644614
260;3.117323856324772e-05;0.01710996843609269
265;4.846221785659156e-05;0.011543371384758668
270;3.087605786387553e-05;0.014130313974808021
275;3.576406460138962e-05;0.014721118330147154
280;3.0342662397736554e-05;0.013849985081952556
285;2.604134814707614e-05;0.01436290586845602
290;2.5355739504014618e-05;0.015864544873084443
295;2.5297180251240934e-05;0.016463403837608373
300;2.5970642444262743e-05;0.013743172801994942
