Train dataset: data/regression/data.activation.train.100.csv
Test dataset: data/regression/data.activation.test.100.csv
Layers: [1, 2, 1]
Test dataset: 0
Seed: 12020122
Learning rate: 0.1
Activation function: indentity
Output function: indentity
Problem type: regression
Epochs: 300
Epochs;Loss (mse);Loss (msle)
5;0.37296421290928683;0.07096204355899742
10;0.21936979423488423;0.08966641162921181
15;0.4179520158277561;0.07060491045860816
20;0.30951631394958423;0.07240293947750195
25;0.4274481078003672;0.07056700939616048
30;0.4606404401851674;0.07050491347429784
35;0.36328540764902073;0.07109042440543813
40;0.29419134702911215;0.07308615788842118
45;0.3717221401002925;0.07097725724788735
50;0.38118895685416715;0.07086986136087349
55;0.35646852445058075;0.07119551228235599
60;0.32746636763327697;0.0718182704293589
65;0.25590011718074357;0.07624544910461246
70;0.31313800544163883;0.07226885208813512
75;0.3860345113434046;0.07082204277898116
80;0.27670603585683434;0.0741804601490823
85;0.328996601817157;0.0717767301410799
90;0.31295725038506206;0.07227533052190757
95;0.2843598987793209;0.0736500979320214
100;0.39869198931898026;0.07071721365142153
105;0.2765178055825383;0.07419470130311985
110;0.22808694399884638;0.08281924316616683
115;0.4287471294481093;0.07056261268127002
120;0.2771750676185258;0.07414524362991573
125;0.30083686870116905;0.07276456988460109
130;0.6364797339215766;0.07108622360195603
135;0.4094266851902503;0.07064830483074927
140;0.5181472019414971;0.07057674130471318
145;0.40021673672722924;0.07070637896322235
150;0.5100845808274085;0.0705566333116942
155;0.36653886507466327;0.07104468608929314
160;0.223538626225182;0.0853939658597649
165;0.34396638933465556;0.07142512215896321
170;0.2648379214896985;0.0752185367993216
175;0.36720578712231;0.07103564309340112
180;0.23601457465080725;0.08000705782819016
185;0.2259583176765898;0.08388502155696557
190;0.2882599733945881;0.07341232121644288
195;0.4535014973016082;0.07051026516123902
200;0.25059661826525703;0.07699775463915076
205;0.47793650725040304;0.07050691605644005
210;0.23847796312553873;0.07935941400422357
215;0.26344998746058185;0.07536172544568646
220;0.43943822626948453;0.0705330235584194
225;0.21955776646631936;0.08937525300594858
230;0.25366036907735634;0.07654778661413586
235;0.3222414027929349;0.07196908733303425
240;0.3120335360844629;0.0723087813920883
245;0.28481591604711526;0.07362125408363136
250;0.36281763715404775;0.0710972272440159
255;0.270126208345453;0.07471811078136811
260;0.23672498220185312;0.07981221982180857
265;0.452413877589359;0.07051142882385046
270;0.22939549710969748;0.08224926715542089
275;0.2804975030166754;0.07390634147061745
280;0.30236412172420024;0.07269645870178247
285;0.3952452964129605;0.07074306640937657
290;0.31889653950935765;0.07207343964344416
295;0.26385341707558074;0.07531955456239406
300;0.23165225786537536;0.08138162915110494
