Train dataset: data/classification/data.simple.train.1000.csv
Test dataset: data/classification/data.simple.test.1000.csv
Layers: [2, 8, 2]
Test dataset: 1
Seed: 12020122
Learning rate: 0.1
Activation function: sigmoid
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-678.5911900181827;0.008;99.6
10;-681.3637785404226;0.016;99.2
15;-677.2048957570628;0.016;99.2
20;-681.3637785404226;0.01;99.5
25;-676.5117486265028;0.008;99.6
30;-668.1939830597835;0.02;99.0
35;-675.125454365383;0.01;99.5
40;-678.5911900181827;0.014;99.3
45;-677.8980428876228;0.018;99.1
50;-671.6597187125833;0.018;99.1
55;-675.818601495943;0.024;98.8
60;-677.2048957570628;0.016;99.2
65;-682.7500728015425;0.026;98.7
70;-677.2048957570629;0.01;99.5
75;-677.2048957570628;0.016;99.2
80;-679.9774842793026;0.012;99.4
85;-679.2843371487427;0.016;99.2
90;-683.4432199321025;0.004;99.8
95;-678.5911900181827;0.014;99.3
100;-677.2048957570629;0.01;99.5
105;-678.5911900181827;0.014;99.3
110;-681.3637785404226;0.01;99.5
115;-677.2048957570628;0.016;99.2
120;-675.125454365383;0.01;99.5
125;-677.8980428876228;0.006;99.7
130;-682.7500728015425;0.002;99.9
135;-677.2048957570628;0.016;99.2
140;-677.2048957570628;0.01;99.5
145;-679.9774842793026;0.006;99.7
150;-678.5911900181827;0.014;99.3
155;-677.2048957570628;0.016;99.2
160;-676.5117486265028;0.008;99.6
165;-675.818601495943;0.012;99.4
170;-682.7500728015425;0.002;99.9
175;-677.2048957570628;0.016;99.2
180;-675.125454365383;0.01;99.5
185;-675.818601495943;0.012;99.4
190;-676.5117486265028;0.008;99.6
195;-677.2048957570628;0.01;99.5
200;-672.3528658431433;0.014;99.3
205;-678.5911900181827;0.014;99.3
210;-675.125454365383;0.01;99.5
215;-681.3637785404226;0.01;99.5
220;-675.818601495943;0.012;99.4
225;-678.5911900181827;0.014;99.3
230;-677.2048957570629;0.01;99.5
235;-677.2048957570628;0.016;99.2
240;-676.5117486265028;0.008;99.6
245;-679.2843371487427;0.01;99.5
250;-681.3637785404226;0.01;99.5
255;-677.2048957570629;0.01;99.5
260;-678.5911900181827;0.008;99.6
265;-676.5117486265028;0.008;99.6
270;-676.5117486265029;0.014;99.3
275;-675.125454365383;0.01;99.5
280;-679.2843371487427;0.016;99.2
285;-675.125454365383;0.01;99.5
290;-681.3637785404226;0.01;99.5
295;-675.125454365383;0.01;99.5
300;-677.2048957570628;0.016;99.2
