Train dataset: data/classification/data.simple.train.1000.csv
Test dataset: data/classification/data.simple.test.1000.csv
Layers: [2, 128, 64, 32, 2]
Test dataset: 0
Seed: 12020122
Learning rate: 0.1
Activation function: tanh
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-674.432307234823;0.02;99.0
10;-677.2048957570628;0.016;99.2
15;-677.2048957570628;0.016;99.2
20;-677.8980428876228;0.006;99.7
25;-677.2048957570628;0.016;99.2
30;-676.5117486265029;0.044;97.8
35;-677.2048957570629;0.01;99.5
40;-677.2048957570628;0.016;99.2
45;-677.2048957570628;0.016;99.2
50;-675.8186014959429;0.018;99.1
55;-678.5911900181827;0.02;99.0
60;-677.2048957570628;0.016;99.2
65;-673.7391601042632;0.048;97.6
70;-675.8186014959429;0.018;99.1
75;-677.8980428876228;0.018;99.1
80;-670.9665715820233;0.04;98.0
85;-677.8980428876228;0.018;99.1
90;-677.2048957570628;0.016;99.2
95;-677.8980428876228;0.012;99.4
100;-675.818601495943;0.012;99.4
105;-676.5117486265028;0.008;99.6
110;-674.432307234823;0.02;99.0
115;-674.432307234823;0.02;99.0
120;-677.8980428876228;0.018;99.1
125;-675.125454365383;0.01;99.5
130;-677.8980428876228;0.018;99.1
135;-677.8980428876228;0.018;99.1
140;-677.8980428876228;0.012;99.4
145;-676.5117486265028;0.008;99.6
150;-677.2048957570628;0.016;99.2
155;-677.2048957570628;0.016;99.2
160;-676.5117486265028;0.008;99.6
165;-677.8980428876228;0.006;99.7
170;-676.5117486265028;0.008;99.6
175;-677.2048957570628;0.016;99.2
180;-676.5117486265028;0.008;99.6
185;-675.125454365383;0.01;99.5
190;-676.5117486265028;0.008;99.6
195;-674.432307234823;0.02;99.0
200;-678.5911900181827;0.014;99.3
205;-676.5117486265028;0.008;99.6
210;-676.5117486265028;0.008;99.6
215;-675.125454365383;0.01;99.5
220;-676.5117486265029;0.014;99.3
225;-677.8980428876228;0.012;99.4
230;-675.818601495943;0.012;99.4
235;-677.8980428876228;0.018;99.1
240;-675.125454365383;0.01;99.5
245;-676.5117486265028;0.008;99.6
250;-676.5117486265028;0.008;99.6
255;-675.125454365383;0.01;99.5
260;-677.8980428876228;0.018;99.1
265;-675.125454365383;0.01;99.5
270;-675.8186014959429;0.018;99.1
275;-677.2048957570628;0.016;99.2
280;-677.2048957570628;0.016;99.2
285;-678.5911900181827;0.014;99.3
290;-676.5117486265028;0.008;99.6
295;-675.125454365383;0.01;99.5
300;-678.5911900181827;0.014;99.3
