Train dataset: data/classification/data.simple.train.100.csv
Test dataset: data/classification/data.simple.test.100.csv
Layers: [2, 2, 2]
Test dataset: 0
Seed: 12020122
Learning rate: 0.1
Activation function: indentity
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-63.76955071151458;0.08;96.0
10;-63.76955071151458;0.08;96.0
15;-64.46269784207453;0.1;95.0
20;-63.76955071151458;0.14;93.0
25;-64.46269784207453;0.16;92.0
30;-65.84899210319443;0.02;99.0
35;-64.46269784207453;0.04;98.0
40;-64.46269784207453;0.1;95.0
45;-65.15584497263448;0.0;100.0
50;-64.46269784207453;0.04;98.0
55;-65.15584497263448;0.18;91.0
60;-65.84899210319443;0.02;99.0
65;-63.76955071151458;0.08;96.0
70;-64.46269784207453;0.1;95.0
75;-65.84899210319443;0.02;99.0
80;-63.76955071151458;0.14;93.0
85;-65.15584497263448;0.18;91.0
90;-63.07640358095463;0.06;97.0
95;-63.07640358095463;0.06;97.0
100;-63.76955071151458;0.14;93.0
105;-65.15584497263448;0.18;91.0
110;-67.92843349487427;0.08;96.0
115;-65.15584497263448;0.0;100.0
120;-64.46269784207453;0.16;92.0
125;-65.15584497263448;0.0;100.0
130;-63.76955071151458;0.14;93.0
135;-63.76955071151458;0.2;90.0
140;-63.07640358095463;0.12;94.0
145;-65.15584497263448;0.0;100.0
150;-63.76955071151458;0.14;93.0
155;-66.54213923375437;0.04;98.0
160;-63.76955071151458;0.08;96.0
165;-63.76955071151458;0.14;93.0
170;-65.84899210319443;0.02;99.0
175;-66.54213923375437;0.04;98.0
180;-65.15584497263448;0.0;100.0
185;-66.54213923375437;0.16;92.0
190;-65.15584497263448;0.18;91.0
195;-63.76955071151458;0.08;96.0
200;-63.07640358095463;0.06;97.0
205;-65.15584497263448;0.0;100.0
210;-65.84899210319443;0.02;99.0
215;-63.76955071151458;0.08;96.0
220;-63.76955071151458;0.08;96.0
225;-65.15584497263448;0.0;100.0
230;-67.92843349487427;0.08;96.0
235;-63.76955071151458;0.26;87.0
240;-65.15584497263448;0.0;100.0
245;-65.15584497263448;0.0;100.0
250;-65.84899210319443;0.02;99.0
255;-65.84899210319443;0.02;99.0
260;-65.84899210319443;0.02;99.0
265;-65.84899210319443;0.02;99.0
270;-63.07640358095463;0.06;97.0
275;-65.15584497263448;0.0;100.0
280;-64.46269784207453;0.04;98.0
285;-67.92843349487427;0.08;96.0
290;-67.92843349487427;0.08;96.0
295;-65.15584497263448;0.0;100.0
300;-65.84899210319443;0.02;99.0
