Train dataset: data/classification/data.simple.train.1000.csv
Test dataset: data/classification/data.simple.test.1000.csv
Layers: [2, 16, 8, 4, 2, 2]
Test dataset: 0
Seed: 12020122
Learning rate: 0.1
Activation function: sigmoid
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-674.432307234823;0.02;99.0
10;-677.2048957570628;0.016;99.2
15;-675.818601495943;0.012;99.4
20;-685.5226613237822;0.016;99.2
25;-681.3637785404226;0.016;99.2
30;-661.262511754184;0.03;98.5
35;-675.818601495943;0.012;99.4
40;-673.0460129737032;0.016;99.2
45;-680.6706314098626;0.014;99.3
50;-673.7391601042632;0.018;99.1
55;-674.432307234823;0.02;99.0
60;-672.3528658431433;0.014;99.3
65;-688.295249846022;0.048;97.6
70;-673.0460129737032;0.016;99.2
75;-675.818601495943;0.012;99.4
80;-686.9089555849022;0.044;97.8
85;-679.2843371487427;0.016;99.2
90;-684.8295141932224;0.008;99.6
95;-679.9774842793026;0.012;99.4
100;-683.4432199321025;0.004;99.8
105;-681.3637785404226;0.01;99.5
110;-681.3637785404226;0.01;99.5
115;-677.2048957570628;0.016;99.2
120;-675.818601495943;0.012;99.4
125;-677.2048957570628;0.01;99.5
130;-683.4432199321025;0.01;99.5
135;-677.2048957570628;0.016;99.2
140;-681.3637785404226;0.01;99.5
145;-682.0569256709825;0.012;99.4
150;-679.2843371487427;0.016;99.2
155;-679.2843371487427;0.016;99.2
160;-676.5117486265028;0.008;99.6
165;-674.432307234823;0.02;99.0
170;-686.2158084543422;0.012;99.4
175;-667.5008359292235;0.024;98.8
180;-672.3528658431433;0.014;99.3
185;-675.818601495943;0.012;99.4
190;-676.5117486265028;0.008;99.6
195;-666.8076887986635;0.022;98.9
200;-670.9665715820233;0.016;99.2
205;-677.2048957570628;0.01;99.5
210;-669.5802773209034;0.018;99.1
215;-683.4432199321025;0.01;99.5
220;-675.125454365383;0.01;99.5
225;-677.2048957570628;0.016;99.2
230;-673.7391601042632;0.012;99.4
235;-677.2048957570628;0.016;99.2
240;-673.7391601042632;0.012;99.4
245;-670.9665715820233;0.016;99.2
250;-681.3637785404226;0.01;99.5
255;-677.2048957570629;0.01;99.5
260;-673.7391601042632;0.012;99.4
265;-677.8980428876228;0.012;99.4
270;-678.5911900181827;0.014;99.3
275;-675.818601495943;0.012;99.4
280;-677.2048957570628;0.016;99.2
285;-677.2048957570628;0.016;99.2
290;-678.5911900181827;0.014;99.3
295;-675.125454365383;0.01;99.5
300;-677.2048957570628;0.016;99.2
