Train dataset: data/classification/data.simple.train.1000.csv
Test dataset: data/classification/data.simple.test.1000.csv
Layers: [2, 128, 64, 32, 2]
Test dataset: 0
Seed: 12020122
Learning rate: 0.1
Activation function: sigmoid
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-666.8076887986635;0.022;98.9
10;-677.2048957570628;0.016;99.2
15;-665.4213945375437;0.024;98.8
20;-687.602102715462;0.022;98.9
25;-698.6924568044212;0.048;97.6
30;-659.8762174930641;0.032;98.4
35;-682.0569256709825;0.012;99.4
40;-665.4213945375437;0.024;98.8
45;-685.5226613237822;0.016;99.2
50;-665.4213945375437;0.024;98.8
55;-666.8076887986635;0.022;98.9
60;-672.3528658431433;0.014;99.3
65;-686.2158084543422;0.036;98.2
70;-673.7391601042632;0.012;99.4
75;-669.5802773209034;0.018;99.1
80;-689.6815441071419;0.022;98.9
85;-677.2048957570628;0.016;99.2
90;-686.9089555849021;0.014;99.3
95;-682.0569256709825;0.012;99.4
100;-684.1363670626624;0.006;99.7
105;-681.3637785404226;0.01;99.5
110;-687.602102715462;0.016;99.2
115;-673.0460129737032;0.022;98.9
120;-672.3528658431433;0.014;99.3
125;-677.8980428876228;0.006;99.7
130;-686.2158084543422;0.012;99.4
135;-677.2048957570628;0.016;99.2
140;-688.295249846022;0.018;99.1
145;-686.9089555849021;0.014;99.3
150;-682.0569256709825;0.018;99.1
155;-681.3637785404226;0.016;99.2
160;-673.7391601042632;0.012;99.4
165;-675.818601495943;0.012;99.4
170;-684.1363670626624;0.006;99.7
175;-675.125454365383;0.01;99.5
180;-672.3528658431433;0.014;99.3
185;-675.125454365383;0.01;99.5
190;-673.7391601042632;0.012;99.4
195;-669.5802773209034;0.018;99.1
200;-665.4213945375437;0.024;98.8
205;-679.9774842793026;0.012;99.4
210;-669.5802773209034;0.018;99.1
215;-690.3746912377019;0.024;98.8
220;-672.3528658431433;0.014;99.3
225;-675.818601495943;0.012;99.4
230;-677.2048957570629;0.01;99.5
235;-677.2048957570628;0.016;99.2
240;-677.8980428876228;0.006;99.7
245;-677.8980428876228;0.012;99.4
250;-677.2048957570628;0.016;99.2
255;-672.3528658431433;0.02;99.0
260;-673.0460129737032;0.016;99.2
265;-677.2048957570628;0.016;99.2
270;-681.3637785404226;0.01;99.5
275;-675.125454365383;0.01;99.5
280;-685.5226613237822;0.016;99.2
285;-677.2048957570628;0.016;99.2
290;-682.0569256709825;0.012;99.4
295;-675.818601495943;0.012;99.4
300;-675.818601495943;0.012;99.4
