Train dataset: data/regression/data.cube.train.100.csv
Test dataset: data/regression/data.cube.test.100.csv
Layers: [1, 2, 1] with biases
Seed: 12020122
Epochs	Loss
1	0.004035125495279546
2	0.0013344880449685996
3	0.0009808103675390302
4	0.0008874272912599768
5	0.0008547218028320257
6	0.0008417647085845956
7	0.0008363907992072156
8	0.0008341418502786169
9	0.0008332065566399071
10	0.0008328218084510334
11	0.0008326652562726852
12	0.000832602144479613
13	0.0008325768871364673
14	0.0008325668348662657
15	0.0008325628504359269
16	0.0008325612758210595
17	0.0008325606548855714
18	0.0008325604104045578
19	0.0008325603142519403
20	0.0008325602764658091
21	0.0008325602616249578
22	0.0008325602557983994
23	0.0008325602535115115
24	0.0008325602526140966
25	0.0008325602522619819
26	0.0008325602521238352
27	0.0008325602520696384
28	0.0008325602520483764
29	0.0008325602520400362
30	0.0008325602520367658
31	0.0008325602520354798
32	0.0008325602520349761
33	0.000832560252034778
34	0.0008325602520347009
35	0.0008325602520346712
36	0.0008325602520346592
37	0.0008325602520346547
38	0.0008325602520346522
39	0.0008325602520346514
40	0.0008325602520346513
41	0.0008325602520346513
42	0.0008325602520346513
43	0.0008325602520346513
44	0.0008325602520346513
45	0.0008325602520346513
46	0.0008325602520346513
47	0.0008325602520346513
48	0.0008325602520346513
49	0.0008325602520346513
50	0.0008325602520346513
