Train dataset: data/classification/data.simple.train.100.csv
Test dataset: data/classification/data.simple.test.100.csv
Layers: [2, 2, 2]
Test dataset: 1
Seed: 12020122
Learning rate: 0.1
Activation function: indentity
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-67.23528636431433;0.24;88.0
10;-67.23528636431432;0.18;91.0
15;-75.55305193103372;0.3;85.0
20;-69.31472775599418;0.18;91.0
25;-75.55305193103372;0.3;85.0
30;-65.15584497263448;0.0;100.0
35;-56.83807940591509;0.12;94.0
40;-63.07640358095463;0.06;97.0
45;-68.62158062543422;0.1;95.0
50;-62.38325645039468;0.04;98.0
55;-51.292902361435495;0.2;90.0
60;-55.45178514479518;0.14;93.0
65;-65.84899210319443;0.02;99.0
70;-79.71193471439342;0.42;79.0
75;-78.32564045327352;0.38;81.0
80;-78.32564045327352;0.38;81.0
85;-69.31472775599418;0.18;91.0
90;-74.16675766991382;0.26;87.0
95;-62.38325645039468;0.04;98.0
100;-76.24619906159367;0.32;84.0
105;-66.54213923375438;0.04;98.0
110;-67.92843349487427;0.08;96.0
115;-58.22437366703498;0.1;95.0
120;-54.06549088367529;0.16;92.0
125;-77.63249332271357;0.36;82.0
130;-56.83807940591509;0.12;94.0
135;-62.38325645039468;0.1;95.0
140;-74.85990480047379;0.28;86.0
145;-63.76955071151458;0.02;99.0
150;-71.39416914767402;0.18;91.0
155;-65.15584497263448;0.0;100.0
160;-67.92843349487428;0.08;96.0
165;-63.07640358095463;0.06;97.0
170;-70.00787488655413;0.14;93.0
175;-74.85990480047377;0.28;86.0
180;-65.84899210319443;0.02;99.0
185;-76.93934619215362;0.34;83.0
190;-78.32564045327352;0.38;81.0
195;-63.07640358095463;0.12;94.0
200;-63.07640358095463;0.06;97.0
205;-63.07640358095463;0.06;97.0
210;-65.15584497263448;0.0;100.0
215;-62.38325645039468;0.04;98.0
220;-51.292902361435495;0.2;90.0
225;-65.15584497263448;0.0;100.0
230;-65.15584497263448;0.0;100.0
235;-62.38325645039468;0.1;95.0
240;-62.38325645039468;0.04;98.0
245;-65.15584497263448;0.0;100.0
250;-79.71193471439342;0.42;79.0
255;-65.15584497263448;0.0;100.0
260;-70.70102201711408;0.16;92.0
265;-69.31472775599417;0.12;94.0
270;-59.61066792815488;0.08;96.0
275;-60.99696218927478;0.06;97.0
280;-76.24619906159367;0.32;84.0
285;-65.84899210319443;0.02;99.0
290;-65.15584497263448;0.0;100.0
295;-78.32564045327352;0.38;81.0
300;-65.15584497263448;0.0;100.0
