Train dataset: data/classification/data.simple.train.1000.csv
Test dataset: data/classification/data.simple.test.1000.csv
Layers: [2, 64, 32, 2]
Test dataset: 1
Seed: 12020122
Learning rate: 0.1
Activation function: tanh
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-688.988396976582;0.032;98.4
10;-680.6706314098626;0.02;99.0
15;-677.2048957570628;0.016;99.2
20;-678.5911900181827;0.014;99.3
25;-675.818601495943;0.012;99.4
30;-666.8076887986635;0.022;98.9
35;-679.2843371487427;0.01;99.5
40;-676.5117486265029;0.014;99.3
45;-677.2048957570628;0.016;99.2
50;-673.0460129737032;0.022;98.9
55;-675.125454365383;0.028;98.6
60;-675.818601495943;0.012;99.4
65;-685.5226613237822;0.028;98.6
70;-676.5117486265029;0.014;99.3
75;-676.5117486265028;0.014;99.3
80;-679.9774842793026;0.012;99.4
85;-677.8980428876228;0.018;99.1
90;-681.3637785404226;0.01;99.5
95;-677.2048957570628;0.01;99.5
100;-678.5911900181827;0.008;99.6
105;-675.125454365383;0.01;99.5
110;-677.2048957570628;0.016;99.2
115;-675.8186014959429;0.018;99.1
120;-673.7391601042632;0.018;99.1
125;-675.125454365383;0.01;99.5
130;-682.7500728015425;0.008;99.6
135;-676.5117486265028;0.014;99.3
140;-679.9774842793026;0.018;99.1
145;-678.5911900181827;0.014;99.3
150;-676.5117486265028;0.014;99.3
155;-677.2048957570628;0.016;99.2
160;-674.4323072348232;0.014;99.3
165;-673.7391601042632;0.012;99.4
170;-684.8295141932224;0.014;99.3
175;-675.818601495943;0.012;99.4
180;-676.5117486265028;0.008;99.6
185;-675.125454365383;0.01;99.5
190;-673.7391601042632;0.012;99.4
195;-677.2048957570628;0.016;99.2
200;-673.7391601042632;0.012;99.4
205;-676.5117486265028;0.008;99.6
210;-672.3528658431433;0.014;99.3
215;-684.1363670626624;0.012;99.4
220;-673.7391601042632;0.018;99.1
225;-677.8980428876228;0.018;99.1
230;-677.2048957570629;0.01;99.5
235;-675.818601495943;0.012;99.4
240;-673.7391601042632;0.012;99.4
245;-677.2048957570628;0.01;99.5
250;-677.8980428876228;0.018;99.1
255;-673.7391601042632;0.018;99.1
260;-675.125454365383;0.01;99.5
265;-676.5117486265028;0.008;99.6
270;-673.0460129737032;0.016;99.2
275;-673.7391601042632;0.018;99.1
280;-677.8980428876228;0.012;99.4
285;-675.818601495943;0.012;99.4
290;-676.5117486265028;0.008;99.6
295;-673.0460129737032;0.016;99.2
300;-675.125454365383;0.01;99.5
