Train dataset: data/classification/data.simple.train.1000.csv
Test dataset: data/classification/data.simple.test.1000.csv
Layers: [2, 32, 2]
Test dataset: 1
Seed: 12020122
Learning rate: 0.1
Activation function: sigmoid
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-676.5117486265028;0.008;99.6
10;-680.6706314098626;0.014;99.3
15;-677.2048957570628;0.016;99.2
20;-681.3637785404226;0.01;99.5
25;-677.8980428876228;0.006;99.7
30;-668.1939830597835;0.02;99.0
35;-673.0460129737032;0.016;99.2
40;-677.2048957570629;0.01;99.5
45;-677.8980428876228;0.018;99.1
50;-671.6597187125833;0.018;99.1
55;-675.818601495943;0.024;98.8
60;-677.2048957570628;0.016;99.2
65;-686.2158084543422;0.036;98.2
70;-675.818601495943;0.012;99.4
75;-677.2048957570628;0.016;99.2
80;-680.6706314098626;0.02;99.0
85;-679.2843371487427;0.016;99.2
90;-685.5226613237824;0.01;99.5
95;-679.9774842793026;0.012;99.4
100;-679.9774842793026;0.006;99.7
105;-676.5117486265028;0.008;99.6
110;-681.3637785404226;0.01;99.5
115;-677.2048957570628;0.016;99.2
120;-675.125454365383;0.01;99.5
125;-676.5117486265028;0.008;99.6
130;-684.8295141932224;0.008;99.6
135;-677.2048957570628;0.016;99.2
140;-681.3637785404226;0.01;99.5
145;-682.7500728015425;0.008;99.6
150;-680.6706314098626;0.014;99.3
155;-679.2843371487427;0.016;99.2
160;-673.7391601042632;0.012;99.4
165;-676.5117486265028;0.014;99.3
170;-684.8295141932224;0.008;99.6
175;-677.2048957570628;0.016;99.2
180;-675.125454365383;0.01;99.5
185;-675.818601495943;0.012;99.4
190;-677.2048957570628;0.01;99.5
195;-677.8980428876228;0.006;99.7
200;-670.9665715820233;0.016;99.2
205;-677.8980428876228;0.006;99.7
210;-672.3528658431433;0.014;99.3
215;-684.8295141932224;0.014;99.3
220;-672.3528658431433;0.014;99.3
225;-677.2048957570628;0.016;99.2
230;-677.2048957570629;0.01;99.5
235;-677.8980428876228;0.018;99.1
240;-676.5117486265028;0.008;99.6
245;-677.2048957570628;0.01;99.5
250;-681.3637785404226;0.01;99.5
255;-677.2048957570629;0.01;99.5
260;-677.8980428876228;0.006;99.7
265;-677.8980428876228;0.006;99.7
270;-681.3637785404226;0.01;99.5
275;-673.7391601042632;0.012;99.4
280;-679.2843371487427;0.016;99.2
285;-678.5911900181827;0.014;99.3
290;-681.3637785404226;0.01;99.5
295;-676.5117486265028;0.008;99.6
300;-677.2048957570628;0.016;99.2
