Train dataset: data/classification/data.simple.train.1000.csv
Test dataset: data/classification/data.simple.test.1000.csv
Layers: [2, 16, 8, 4, 2, 2]
Test dataset: 0
Seed: 12020122
Learning rate: 0.1
Activation function: tanh
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-675.8186014959429;0.018;99.1
10;-677.2048957570628;0.016;99.2
15;-677.2048957570628;0.016;99.2
20;-676.5117486265028;0.008;99.6
25;-677.2048957570628;0.016;99.2
30;-675.818601495943;0.03;98.5
35;-675.818601495943;0.012;99.4
40;-675.8186014959429;0.018;99.1
45;-677.2048957570628;0.016;99.2
50;-674.432307234823;0.02;99.0
55;-677.2048957570628;0.016;99.2
60;-677.2048957570628;0.016;99.2
65;-675.818601495943;0.072;96.39999999999999
70;-675.8186014959429;0.018;99.1
75;-677.2048957570628;0.016;99.2
80;-677.2048957570628;0.016;99.2
85;-677.2048957570628;0.016;99.2
90;-677.2048957570628;0.016;99.2
95;-677.8980428876228;0.012;99.4
100;-675.125454365383;0.01;99.5
105;-676.5117486265028;0.008;99.6
110;-674.432307234823;0.02;99.0
115;-674.432307234823;0.02;99.0
120;-677.8980428876228;0.012;99.4
125;-675.125454365383;0.01;99.5
130;-677.2048957570628;0.016;99.2
135;-678.5911900181827;0.02;99.0
140;-677.2048957570628;0.01;99.5
145;-677.8980428876228;0.006;99.7
150;-674.432307234823;0.02;99.0
155;-677.2048957570628;0.016;99.2
160;-676.5117486265028;0.008;99.6
165;-677.2048957570628;0.016;99.2
170;-676.5117486265028;0.008;99.6
175;-677.8980428876228;0.018;99.1
180;-676.5117486265028;0.008;99.6
185;-675.818601495943;0.012;99.4
190;-676.5117486265028;0.008;99.6
195;-674.432307234823;0.02;99.0
200;-677.8980428876228;0.012;99.4
205;-677.2048957570628;0.01;99.5
210;-677.8980428876228;0.006;99.7
215;-677.8980428876228;0.006;99.7
220;-677.2048957570628;0.016;99.2
225;-677.8980428876228;0.006;99.7
230;-677.2048957570629;0.01;99.5
235;-677.2048957570628;0.016;99.2
240;-676.5117486265028;0.008;99.6
245;-677.8980428876228;0.006;99.7
250;-676.5117486265028;0.008;99.6
255;-675.818601495943;0.012;99.4
260;-677.2048957570628;0.016;99.2
265;-677.8980428876228;0.006;99.7
270;-675.8186014959429;0.018;99.1
275;-677.2048957570628;0.01;99.5
280;-677.8980428876228;0.018;99.1
285;-676.5117486265028;0.008;99.6
290;-677.8980428876228;0.006;99.7
295;-675.125454365383;0.01;99.5
300;-677.2048957570628;0.01;99.5
