Train dataset: data/classification/data.simple.train.1000.csv
Test dataset: data/classification/data.simple.test.1000.csv
Layers: [2, 64, 32, 2]
Test dataset: 0
Seed: 12020122
Learning rate: 0.1
Activation function: sigmoid
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-669.5802773209034;0.018;99.1
10;-677.2048957570628;0.016;99.2
15;-672.3528658431433;0.014;99.3
20;-686.9089555849022;0.02;99.0
25;-688.295249846022;0.018;99.1
30;-662.6488060153039;0.028;98.6
35;-675.125454365383;0.01;99.5
40;-669.5802773209034;0.018;99.1
45;-685.5226613237822;0.016;99.2
50;-668.1939830597835;0.02;99.0
55;-668.8871301903434;0.022;98.9
60;-672.3528658431433;0.014;99.3
65;-688.295249846022;0.042;97.89999999999999
70;-675.125454365383;0.01;99.5
75;-675.818601495943;0.012;99.4
80;-688.295249846022;0.018;99.1
85;-677.8980428876228;0.018;99.1
90;-685.5226613237824;0.01;99.5
95;-681.3637785404226;0.01;99.5
100;-680.6706314098626;0.008;99.6
105;-677.8980428876228;0.006;99.7
110;-686.9089555849021;0.014;99.3
115;-674.432307234823;0.02;99.0
120;-675.125454365383;0.01;99.5
125;-676.5117486265028;0.008;99.6
130;-685.5226613237824;0.01;99.5
135;-673.0460129737032;0.022;98.9
140;-685.5226613237822;0.016;99.2
145;-684.1363670626624;0.006;99.7
150;-680.6706314098626;0.014;99.3
155;-679.2843371487427;0.016;99.2
160;-673.7391601042632;0.012;99.4
165;-675.818601495943;0.012;99.4
170;-684.8295141932224;0.008;99.6
175;-675.818601495943;0.012;99.4
180;-672.3528658431433;0.014;99.3
185;-675.125454365383;0.01;99.5
190;-673.7391601042632;0.012;99.4
195;-669.5802773209034;0.018;99.1
200;-668.1939830597835;0.02;99.0
205;-677.2048957570628;0.01;99.5
210;-669.5802773209034;0.018;99.1
215;-688.988396976582;0.02;99.0
220;-669.5802773209034;0.018;99.1
225;-677.2048957570628;0.016;99.2
230;-678.5911900181827;0.008;99.6
235;-677.2048957570628;0.016;99.2
240;-676.5117486265028;0.008;99.6
245;-676.5117486265028;0.008;99.6
250;-677.2048957570628;0.016;99.2
255;-675.818601495943;0.012;99.4
260;-673.7391601042632;0.012;99.4
265;-677.8980428876228;0.006;99.7
270;-681.3637785404226;0.01;99.5
275;-673.7391601042632;0.012;99.4
280;-680.6706314098626;0.014;99.3
285;-677.2048957570628;0.01;99.5
290;-679.9774842793026;0.012;99.4
295;-675.818601495943;0.012;99.4
300;-675.818601495943;0.012;99.4
