Train dataset: data/classification/data.simple.train.1000.csv
Test dataset: data/classification/data.simple.test.1000.csv
Layers: [2, 16, 8, 4, 2, 2]
Test dataset: 1
Seed: 12020122
Learning rate: 0.1
Activation function: tanh
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-686.2158084543422;0.012;99.4
10;-677.8980428876228;0.012;99.4
15;-673.0460129737032;0.016;99.2
20;-686.9089555849021;0.02;99.0
25;-696.6130154127416;0.048;97.6
30;-640.4680978373855;0.06;97.0
35;-682.0569256709825;0.012;99.4
40;-668.1939830597835;0.02;99.0
45;-682.0569256709825;0.042;97.89999999999999
50;-674.432307234823;0.014;99.3
55;-678.5911900181827;0.014;99.3
60;-672.3528658431433;0.014;99.3
65;-682.7500728015425;0.068;96.6
70;-661.2625117541841;0.054;97.3
75;-659.1830703625042;0.036;98.2
80;-688.295249846022;0.018;99.1
85;-670.2734244514634;0.02;99.0
90;-697.9993096738614;0.046;97.7
95;-683.4432199321025;0.016;99.2
100;-678.5911900181827;0.008;99.6
105;-685.5226613237822;0.016;99.2
110;-687.6021027154621;0.022;98.9
115;-674.432307234823;0.026;98.7
120;-670.9665715820233;0.016;99.2
125;-675.125454365383;0.01;99.5
130;-582.2437388703497;0.144;92.80000000000001
135;-681.3637785404226;0.01;99.5
140;-696.6130154127416;0.042;97.89999999999999
145;-689.6815441071419;0.028;98.6
150;-671.6597187125833;0.018;99.1
155;-688.295249846022;0.03;98.5
160;-673.0460129737031;0.016;99.2
165;-672.3528658431433;0.014;99.3
170;-677.8980428876228;0.042;97.89999999999999
175;-690.3746912377019;0.036;98.2
180;-698.6924568044212;0.048;97.6
185;-800.5850849967338;0.342;82.89999999999999
190;-688.988396976582;0.026;98.7
195;-670.2734244514634;0.026;98.7
200;-669.5802773209034;0.018;99.1
205;-695.9198682821815;0.046;97.7
210;-657.7967761013842;0.038;98.1
215;-691.7609854988218;0.028;98.6
220;-666.1145416681036;0.026;98.7
225;-666.8076887986635;0.022;98.9
230;-686.2158084543422;0.036;98.2
235;-680.6706314098626;0.032;98.4
240;-674.432307234823;0.014;99.3
245;-703.544486718341;0.068;96.6
250;-687.6021027154621;0.022;98.9
255;-662.6488060153039;0.028;98.6
260;-667.5008359292235;0.024;98.8
265;-736.8155489852185;0.158;92.10000000000001
270;-693.8404268905017;0.034;98.3
275;-673.7391601042632;0.012;99.4
280;-666.8076887986635;0.022;98.9
285;-687.602102715462;0.022;98.9
290;-683.4432199321025;0.016;99.2
295;-693.1472797599417;0.032;98.4
300;-654.3310404485844;0.04;98.0
