Train dataset: data/classification/data.simple.train.1000.csv
Test dataset: data/classification/data.simple.test.1000.csv
Layers: [2, 32, 2]
Test dataset: 1
Seed: 12020122
Learning rate: 0.1
Activation function: indentity
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-625.2188609650666;0.082;95.89999999999999
10;-665.4213945375437;0.054;97.3
15;-571.8465319119505;0.162;91.9
20;-746.5196088130579;0.186;90.7
25;-680.6706314098626;0.014;99.3
30;-643.2406863596253;0.056;97.2
35;-718.1005764600998;0.104;94.8
40;-561.4493249535512;0.174;91.3
45;-698.6924568044212;0.048;97.6
50;-658.4899232319442;0.064;96.8
55;-595.4135343509888;0.128;93.60000000000001
60;-731.9635190712988;0.144;92.80000000000001
65;-770.7797583826559;0.256;87.2
70;-616.9010953983473;0.148;92.60000000000001
75;-722.2594592434596;0.116;94.19999999999999
80;-638.3886564457057;0.114;94.3
85;-506.6907016393153;0.256;87.2
90;-809.5959976940132;0.368;81.6
95;-622.4462724428269;0.086;95.7
100;-614.1285068761074;0.098;95.1
105;-684.8295141932224;0.068;96.6
110;-763.1551399464965;0.246;87.7
115;-766.6208755992963;0.244;87.8
120;-715.32798793786;0.096;95.19999999999999
125;-736.8155489852186;0.158;92.10000000000001
130;-736.8155489852185;0.2;90.0
135;-689.6815441071419;0.13;93.5
140;-625.2188609650666;0.082;95.89999999999999
145;-766.6208755992964;0.244;87.8
150;-654.3310404485844;0.136;93.2
155;-570.4602376508307;0.164;91.8
160;-672.3528658431433;0.116;94.19999999999999
165;-714.6348408073002;0.118;94.1
170;-750.6784915964174;0.198;90.10000000000001
175;-614.1285068761074;0.098;95.1
180;-767.3140227298563;0.246;87.7
185;-693.8404268905017;0.034;98.3
190;-592.640945828749;0.138;93.10000000000001
195;-522.6330856421941;0.23;88.5
200;-745.1333145519379;0.182;90.9
205;-731.9635190712988;0.156;92.2
210;-623.8325667039468;0.084;95.8
215;-727.8046362879392;0.132;93.4
220;-609.9696240927477;0.104;94.8
225;-657.1036289708243;0.09;95.5
230;-713.9416936767401;0.158;92.10000000000001
235;-562.8356192146712;0.172;91.4
240;-536.4960282533931;0.21;89.5
245;-754.1442272492172;0.208;89.60000000000001
250;-691.0678383682618;0.11;94.5
255;-672.3528658431433;0.074;96.3
260;-550.358970864592;0.19;90.5
265;-619.6736839205871;0.192;90.4
270;-572.5396790425104;0.158;92.10000000000001
275;-610.6627712233077;0.106;94.69999999999999
280;-662.6488060153039;0.082;95.89999999999999
285;-758.3031100325768;0.22;89.0
290;-501.8386717253957;0.26;87.0
295;-629.3777437484264;0.076;96.2
300;-569.7670905202706;0.162;91.9
