Train dataset: data/regression/data.cube.train.100.csv
Test dataset: data/regression/data.cube.test.100.csv
Layers: [1, 1]
Test dataset: 1
Seed: 12020122
Learning rate: 0.1
Activation function: tanh
Output function: indentity
Problem type: regression
Epochs: 300
Epochs;Loss (mse);Loss (msle)
5;0.027901079383064412;inf
10;0.027276822305939717;inf
15;0.041159699296931994;inf
20;0.03547210925073569;inf
25;0.029909892433255213;inf
30;0.02521364793599535;inf
35;0.02810550625113553;inf
40;0.02852596336272986;inf
45;0.028720372973535455;inf
50;0.0327560749265894;inf
55;0.030720655293025652;inf
60;0.031015299880226915;inf
65;0.030044878001134895;inf
70;0.046337847074862736;inf
75;0.0319769279680616;inf
80;0.03338770905649581;inf
85;0.030582258445501602;inf
90;0.0244859290013184;inf
95;0.032960953116725596;inf
100;0.03595728796550271;inf
105;0.033908629434925376;inf
110;0.03062474278706714;inf
115;0.03033292363743299;inf
120;0.03171463337097043;inf
125;0.025492742477873694;inf
130;0.02733320007277352;inf
135;0.033908764616488125;inf
140;0.03152840516395819;inf
145;0.036289399713010775;inf
150;0.041547730702589665;inf
155;0.035871089891448785;inf
160;0.03814893972235517;inf
165;0.021091372682801417;inf
170;0.03321746486825958;inf
175;0.03411662026761483;inf
180;0.028619821073490034;inf
185;0.03296240214283593;inf
190;0.03389714554287126;inf
195;0.03887667938077055;inf
200;0.027815005885283507;inf
205;0.03231127086549505;inf
210;0.035948207892349704;inf
215;0.031801218625875385;inf
220;0.03351639846166652;inf
225;0.03170434252147297;inf
230;0.03620348224591168;inf
235;0.023177737648884155;inf
240;0.023479500694249096;inf
245;0.028580042163691824;inf
250;0.0294962317894657;inf
255;0.028470744766535386;inf
260;0.029713450673387234;inf
265;0.027999522161109573;inf
270;0.03230588546173565;inf
275;0.037723346280520195;inf
280;0.03252681024105487;inf
285;0.03075153055726308;inf
290;0.032237563620009964;inf
295;0.03161262286481875;inf
300;0.03635275751912981;inf
