Train dataset: data/classification/data.simple.train.1000.csv
Test dataset: data/classification/data.simple.test.1000.csv
Layers: [2, 256, 128, 64, 32, 2]
Test dataset: 0
Seed: 12020122
Learning rate: 0.1
Activation function: tanh
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-673.0460129737032;0.022;98.9
10;-677.2048957570628;0.016;99.2
15;-677.2048957570628;0.016;99.2
20;-677.8980428876228;0.012;99.4
25;-677.2048957570628;0.016;99.2
30;-676.5117486265029;0.044;97.8
35;-676.5117486265029;0.014;99.3
40;-676.5117486265029;0.014;99.3
45;-677.2048957570628;0.016;99.2
50;-675.8186014959429;0.018;99.1
55;-676.5117486265029;0.044;97.8
60;-677.2048957570628;0.016;99.2
65;-673.0460129737031;0.064;96.8
70;-673.0460129737032;0.022;98.9
75;-677.8980428876228;0.018;99.1
80;-672.3528658431433;0.038;98.1
85;-677.8980428876228;0.018;99.1
90;-677.2048957570628;0.016;99.2
95;-677.2048957570628;0.01;99.5
100;-675.818601495943;0.012;99.4
105;-676.5117486265028;0.008;99.6
110;-674.432307234823;0.02;99.0
115;-674.432307234823;0.02;99.0
120;-677.2048957570628;0.016;99.2
125;-675.125454365383;0.01;99.5
130;-677.8980428876228;0.018;99.1
135;-677.8980428876228;0.018;99.1
140;-676.5117486265028;0.008;99.6
145;-676.5117486265028;0.008;99.6
150;-677.2048957570628;0.016;99.2
155;-676.5117486265028;0.014;99.3
160;-677.8980428876228;0.012;99.4
165;-676.5117486265028;0.008;99.6
170;-676.5117486265028;0.008;99.6
175;-677.2048957570628;0.016;99.2
180;-675.125454365383;0.01;99.5
185;-675.125454365383;0.01;99.5
190;-677.8980428876228;0.006;99.7
195;-674.432307234823;0.02;99.0
200;-678.5911900181827;0.014;99.3
205;-676.5117486265028;0.008;99.6
210;-675.125454365383;0.01;99.5
215;-676.5117486265028;0.008;99.6
220;-675.8186014959429;0.018;99.1
225;-678.5911900181827;0.014;99.3
230;-675.818601495943;0.012;99.4
235;-677.8980428876228;0.018;99.1
240;-675.125454365383;0.01;99.5
245;-676.5117486265028;0.008;99.6
250;-677.8980428876228;0.012;99.4
255;-674.432307234823;0.014;99.3
260;-677.8980428876228;0.018;99.1
265;-675.125454365383;0.01;99.5
270;-673.0460129737031;0.034;98.3
275;-677.2048957570628;0.01;99.5
280;-677.2048957570628;0.016;99.2
285;-678.5911900181827;0.014;99.3
290;-677.8980428876228;0.006;99.7
295;-675.125454365383;0.01;99.5
300;-678.5911900181827;0.014;99.3
