Train dataset: data/classification/data.simple.train.100.csv
Test dataset: data/classification/data.simple.test.100.csv
Layers: [2, 8, 2]
Test dataset: 1
Seed: 12020122
Learning rate: 0.1
Activation function: indentity
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-65.15584497263448;0.18;91.0
10;-70.70102201711408;0.16;92.0
15;-79.71193471439342;0.42;79.0
20;-67.23528636431432;0.18;91.0
25;-70.00787488655412;0.14;93.0
30;-65.15584497263448;0.0;100.0
35;-41.58884253359621;0.34;83.0
40;-63.07640358095463;0.06;97.0
45;-67.23528636431432;0.06;97.0
50;-58.22437366703498;0.1;95.0
55;-38.816254011356406;0.38;81.0
60;-47.134019578075794;0.26;87.0
65;-62.38325645039468;0.04;98.0
70;-81.09822897551331;0.46;77.0
75;-79.01878758383346;0.4;80.0
80;-79.01878758383346;0.4;80.0
85;-68.62158062543422;0.16;92.0
90;-69.31472775599418;0.12;94.0
95;-58.22437366703498;0.1;95.0
100;-78.32564045327352;0.38;81.0
105;-63.07640358095463;0.06;97.0
110;-65.84899210319443;0.02;99.0
115;-59.61066792815488;0.08;96.0
120;-54.06549088367529;0.16;92.0
125;-78.32564045327352;0.38;81.0
130;-55.45178514479518;0.14;93.0
135;-62.38325645039468;0.1;95.0
140;-78.32564045327352;0.38;81.0
145;-63.76955071151458;0.02;99.0
150;-74.85990480047379;0.28;86.0
155;-65.15584497263448;0.0;100.0
160;-65.84899210319443;0.02;99.0
165;-62.38325645039468;0.04;98.0
170;-77.63249332271357;0.36;82.0
175;-76.93934619215362;0.34;83.0
180;-65.84899210319443;0.02;99.0
185;-81.09822897551331;0.46;77.0
190;-81.09822897551331;0.46;77.0
195;-55.45178514479519;0.14;93.0
200;-70.70102201711408;0.16;92.0
205;-65.84899210319443;0.02;99.0
210;-68.62158062543422;0.1;95.0
215;-60.99696218927478;0.06;97.0
220;-34.65737122799671;0.44;78.0
225;-65.15584497263448;0.0;100.0
230;-65.15584497263448;0.0;100.0
235;-55.45178514479519;0.14;93.0
240;-64.46269784207453;0.04;98.0
245;-65.15584497263448;0.0;100.0
250;-81.09822897551331;0.46;77.0
255;-67.23528636431432;0.06;97.0
260;-73.47361053935387;0.24;88.0
265;-72.08731627823397;0.2;90.0
270;-60.99696218927478;0.06;97.0
275;-56.83807940591509;0.12;94.0
280;-77.63249332271357;0.36;82.0
285;-65.15584497263448;0.0;100.0
290;-65.15584497263448;0.0;100.0
295;-82.4845232366332;0.5;75.0
300;-63.76955071151458;0.02;99.0
