Train dataset: data/classification/data.simple.train.1000.csv
Test dataset: data/classification/data.simple.test.1000.csv
Layers: [2, 8, 4, 2, 2]
Test dataset: 1
Seed: 12020122
Learning rate: 0.1
Activation function: sigmoid
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-666.8076887986635;0.022;98.9
10;-678.5911900181827;0.014;99.3
15;-669.5802773209034;0.018;99.1
20;-689.6815441071419;0.022;98.9
25;-686.9089555849021;0.014;99.3
30;-644.6269806207453;0.054;97.3
35;-677.8980428876228;0.012;99.4
40;-661.2625117541841;0.03;98.5
45;-685.5226613237822;0.016;99.2
50;-659.8762174930641;0.032;98.4
55;-654.3310404485844;0.04;98.0
60;-675.818601495943;0.012;99.4
65;-686.9089555849021;0.038;98.1
70;-670.9665715820233;0.016;99.2
75;-675.125454365383;0.01;99.5
80;-682.7500728015425;0.008;99.6
85;-679.2843371487427;0.022;98.9
90;-684.8295141932224;0.014;99.3
95;-678.5911900181827;0.014;99.3
100;-683.4432199321025;0.01;99.5
105;-684.1363670626623;0.012;99.4
110;-685.5226613237822;0.016;99.2
115;-677.2048957570628;0.016;99.2
120;-676.5117486265028;0.014;99.3
125;-679.2843371487427;0.01;99.5
130;-677.8980428876228;0.03;98.5
135;-676.5117486265028;0.02;99.0
140;-688.295249846022;0.024;98.8
145;-685.5226613237822;0.016;99.2
150;-685.5226613237822;0.016;99.2
155;-679.2843371487427;0.016;99.2
160;-670.9665715820233;0.016;99.2
165;-672.3528658431433;0.014;99.3
170;-686.2158084543422;0.012;99.4
175;-662.6488060153039;0.028;98.6
180;-662.6488060153039;0.028;98.6
185;-673.7391601042632;0.012;99.4
190;-673.7391601042632;0.012;99.4
195;-650.1721576652249;0.046;97.7
200;-661.2625117541841;0.03;98.5
205;-683.4432199321025;0.01;99.5
210;-647.399569142985;0.05;97.5
215;-684.1363670626624;0.006;99.7
220;-665.4213945375436;0.024;98.8
225;-677.2048957570628;0.016;99.2
230;-678.5911900181827;0.014;99.3
235;-679.2843371487427;0.016;99.2
240;-676.5117486265028;0.008;99.6
245;-676.5117486265029;0.014;99.3
250;-684.1363670626623;0.012;99.4
255;-672.3528658431433;0.014;99.3
260;-651.5584519263447;0.044;97.8
265;-684.8295141932223;0.014;99.3
270;-681.3637785404226;0.01;99.5
275;-679.2843371487427;0.01;99.5
280;-679.2843371487427;0.016;99.2
285;-683.4432199321025;0.01;99.5
290;-684.8295141932224;0.014;99.3
295;-675.818601495943;0.012;99.4
300;-677.2048957570628;0.016;99.2
