Train dataset: data/classification/data.simple.train.1000.csv
Test dataset: data/classification/data.simple.test.1000.csv
Layers: [2, 8, 4, 2, 2]
Test dataset: 1
Seed: 12020122
Learning rate: 0.1
Activation function: tanh
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-670.2734244514634;0.026;98.7
10;-664.0351002764238;0.062;96.89999999999999
15;-675.818601495943;0.012;99.4
20;-686.9089555849022;0.014;99.3
25;-682.0569256709825;0.012;99.4
30;-658.4899232319442;0.034;98.3
35;-682.0569256709825;0.018;99.1
40;-664.0351002764238;0.026;98.7
45;-656.4104818402643;0.04;98.0
50;-679.9774842793026;0.012;99.4
55;-676.5117486265029;0.026;98.7
60;-668.1939830597835;0.026;98.7
65;-679.2843371487427;0.088;95.6
70;-675.125454365383;0.01;99.5
75;-677.2048957570628;0.016;99.2
80;-687.602102715462;0.022;98.9
85;-675.818601495943;0.012;99.4
90;-684.8295141932224;0.008;99.6
95;-682.7500728015425;0.008;99.6
100;-679.2843371487427;0.01;99.5
105;-681.3637785404226;0.01;99.5
110;-693.8404268905017;0.07;96.5
115;-673.0460129737032;0.022;98.9
120;-673.0460129737032;0.022;98.9
125;-679.2843371487427;0.016;99.2
130;-685.5226613237824;0.01;99.5
135;-673.7391601042632;0.018;99.1
140;-678.5911900181827;0.044;97.8
145;-727.1114891573792;0.148;92.60000000000001
150;-675.125454365383;0.01;99.5
155;-682.7500728015425;0.014;99.3
160;-677.2048957570628;0.01;99.5
165;-673.7391601042632;0.012;99.4
170;-677.2048957570628;0.01;99.5
175;-669.5802773209034;0.018;99.1
180;-666.8076887986635;0.022;98.9
185;-677.8980428876228;0.012;99.4
190;-670.9665715820233;0.016;99.2
195;-668.1939830597835;0.02;99.0
200;-689.6815441071419;0.022;98.9
205;-693.1472797599416;0.056;97.2
210;-629.3777437484264;0.076;96.2
215;-699.3856039349812;0.05;97.5
220;-672.3528658431433;0.014;99.3
225;-679.2843371487427;0.01;99.5
230;-677.2048957570629;0.01;99.5
235;-677.2048957570628;0.016;99.2
240;-677.2048957570628;0.01;99.5
245;-684.8295141932224;0.014;99.3
250;-673.7391601042632;0.012;99.4
255;-675.125454365383;0.01;99.5
260;-652.9447461874646;0.096;95.19999999999999
265;-671.6597187125833;0.018;99.1
270;-677.2048957570628;0.016;99.2
275;-685.5226613237822;0.016;99.2
280;-678.5911900181827;0.014;99.3
285;-677.2048957570628;0.01;99.5
290;-684.8295141932223;0.014;99.3
295;-677.8980428876228;0.006;99.7
300;-682.0569256709825;0.012;99.4
