Train dataset: data/classification/data.simple.train.1000.csv
Test dataset: data/classification/data.simple.test.1000.csv
Layers: [2, 64, 32, 16, 8, 2]
Test dataset: 1
Seed: 12020122
Learning rate: 0.1
Activation function: tanh
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-689.6815441071419;0.034;98.3
10;-683.4432199321025;0.028;98.6
15;-677.2048957570628;0.016;99.2
20;-678.5911900181827;0.014;99.3
25;-677.2048957570628;0.016;99.2
30;-661.262511754184;0.03;98.5
35;-677.2048957570629;0.01;99.5
40;-672.3528658431433;0.014;99.3
45;-684.1363670626623;0.048;97.6
50;-668.8871301903434;0.028;98.6
55;-676.5117486265028;0.008;99.6
60;-677.2048957570628;0.016;99.2
65;-681.3637785404226;0.022;98.9
70;-667.5008359292235;0.03;98.5
75;-677.2048957570628;0.016;99.2
80;-684.1363670626624;0.024;98.8
85;-677.2048957570628;0.016;99.2
90;-677.2048957570628;0.016;99.2
95;-676.5117486265028;0.008;99.6
100;-675.125454365383;0.01;99.5
105;-677.2048957570629;0.01;99.5
110;-674.4323072348232;0.014;99.3
115;-674.432307234823;0.02;99.0
120;-673.7391601042632;0.012;99.4
125;-672.3528658431433;0.014;99.3
130;-684.1363670626624;0.012;99.4
135;-674.432307234823;0.02;99.0
140;-682.0569256709825;0.012;99.4
145;-687.602102715462;0.016;99.2
150;-666.8076887986635;0.022;98.9
155;-677.8980428876228;0.018;99.1
160;-673.7391601042632;0.012;99.4
165;-675.125454365383;0.01;99.5
170;-679.9774842793026;0.012;99.4
175;-673.7391601042632;0.012;99.4
180;-677.2048957570628;0.016;99.2
185;-673.7391601042632;0.012;99.4
190;-670.9665715820233;0.016;99.2
195;-685.5226613237822;0.016;99.2
200;-665.4213945375436;0.024;98.8
205;-675.125454365383;0.01;99.5
210;-659.8762174930641;0.032;98.4
215;-686.9089555849021;0.026;98.7
220;-672.3528658431433;0.02;99.0
225;-677.2048957570628;0.016;99.2
230;-670.2734244514634;0.056;97.2
235;-665.4213945375436;0.024;98.8
240;-675.125454365383;0.01;99.5
245;-697.3061625433013;0.044;97.8
250;-678.5911900181827;0.014;99.3
255;-679.2843371487427;0.034;98.3
260;-669.5802773209034;0.018;99.1
265;-676.5117486265028;0.008;99.6
270;-695.9198682821815;0.04;98.0
275;-673.7391601042632;0.012;99.4
280;-680.6706314098626;0.032;98.4
285;-675.818601495943;0.012;99.4
290;-677.2048957570628;0.016;99.2
295;-678.5911900181827;0.008;99.6
300;-675.818601495943;0.012;99.4
