Train dataset: data/classification/data.simple.train.1000.csv
Test dataset: data/classification/data.simple.test.1000.csv
Layers: [2, 8, 4, 2, 2]
Test dataset: 0
Seed: 12020122
Learning rate: 0.1
Activation function: indentity
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-677.8980428876228;0.018;99.1
10;-670.9665715820233;0.052;97.39999999999999
15;-657.7967761013842;0.164;91.8
20;-677.2048957570628;0.01;99.5
25;-676.5117486265029;0.044;97.8
30;-676.5117486265029;0.014;99.3
35;-677.2048957570628;0.04;98.0
40;-675.818601495943;0.024;98.8
45;-677.2048957570628;0.016;99.2
50;-667.5008359292236;0.078;96.1
55;-646.706422012425;0.156;92.2
60;-673.7391601042631;0.096;95.19999999999999
65;-660.5693646236241;0.142;92.9
70;-660.569364623624;0.136;93.2
75;-664.7282474069838;0.088;95.6
80;-676.5117486265029;0.074;96.3
85;-647.399569142985;0.158;92.10000000000001
90;-675.8186014959429;0.018;99.1
95;-677.2048957570628;0.04;98.0
100;-672.3528658431433;0.05;97.5
105;-665.4213945375437;0.072;96.39999999999999
110;-655.0241875791444;0.18;91.0
115;-674.432307234823;0.068;96.6
120;-677.2048957570628;0.01;99.5
125;-675.1254543653829;0.094;95.3
130;-661.9556588847439;0.134;93.30000000000001
135;-661.9556588847439;0.134;93.30000000000001
140;-677.8980428876228;0.012;99.4
145;-673.0460129737031;0.04;98.0
150;-659.1830703625042;0.138;93.10000000000001
155;-661.2625117541841;0.114;94.3
160;-671.6597187125833;0.108;94.6
165;-670.9665715820233;0.058;97.1
170;-677.8980428876228;0.09;95.5
175;-678.5911900181827;0.014;99.3
180;-664.7282474069838;0.082;95.89999999999999
185;-677.8980428876228;0.012;99.4
190;-673.0460129737032;0.1;95.0
195;-675.818601495943;0.012;99.4
200;-675.125454365383;0.052;97.39999999999999
205;-670.9665715820233;0.106;94.69999999999999
210;-675.818601495943;0.024;98.8
215;-666.8076887986637;0.064;96.8
220;-675.818601495943;0.024;98.8
225;-664.7282474069838;0.082;95.89999999999999
230;-659.876217493064;0.152;92.4
235;-677.8980428876228;0.09;95.5
240;-663.3419531458638;0.126;93.7
245;-666.8076887986637;0.076;96.2
250;-661.2625117541841;0.126;93.7
255;-674.432307234823;0.068;96.6
260;-672.3528658431433;0.05;97.5
265;-656.4104818402643;0.166;91.7
270;-665.4213945375437;0.084;95.8
275;-661.262511754184;0.096;95.19999999999999
280;-666.8076887986637;0.076;96.2
285;-676.5117486265029;0.074;96.3
290;-675.818601495943;0.024;98.8
295;-674.432307234823;0.02;99.0
300;-664.7282474069838;0.088;95.6
