Train dataset: data/regression/data.cube.train.100.csv
Test dataset: data/regression/data.cube.test.100.csv
Layers: [1, 16, 8, 4, 2, 1]
Test dataset: 1
Seed: 12020122
Learning rate: 0.1
Activation function: indentity
Output function: indentity
Problem type: regression
Epochs: 300
Epochs;Loss (mse);Loss (msle)
5;0.028001920154081917;inf
10;0.029268841782992598;inf
15;0.030109059561887214;inf
20;0.029210731778170896;inf
25;0.034558735794741495;inf
30;0.027282567797532915;inf
35;0.027350669451115237;inf
40;0.03318719319950718;inf
45;0.030179543159612503;inf
50;0.026305228679913417;inf
55;0.030203922712810246;inf
60;0.030525010345195433;inf
65;0.031404763099058854;inf
70;0.03285110477466226;inf
75;0.031087307775260916;inf
80;0.03132685163826125;inf
85;0.029959318136561906;inf
90;0.027103153780351573;inf
95;0.03296782078747031;inf
100;0.031752580214642126;inf
105;0.03408024488259998;inf
110;0.029511665687445506;inf
115;0.029221000105874025;inf
120;0.03271211266033258;inf
125;0.02846341820632572;inf
130;0.030229871759766158;inf
135;0.03068475686743852;inf
140;0.029982993506933717;inf
145;0.031000892336040094;inf
150;0.02947202622195562;inf
155;0.030900665269813214;inf
160;0.03317152014512689;inf
165;0.02737221162353621;inf
170;0.0318717041269735;inf
175;0.030730815138213647;inf
180;0.030825737881209674;inf
185;0.031995749554942506;inf
190;0.03062583746453524;inf
195;0.0297560581265138;inf
200;0.029710608041389523;inf
205;0.0308592797181745;inf
210;0.031497356702359335;inf
215;0.03201842264269921;inf
220;0.03282222499769543;inf
225;0.030515163095989752;inf
230;0.03097439470974178;inf
235;0.02949773356170535;inf
240;0.02815070467947533;inf
245;0.028259085239705953;inf
250;0.029670766153975698;inf
255;0.030018349854214175;inf
260;0.03005019961999426;inf
265;0.03003882539029044;inf
270;0.03153364759110209;inf
275;0.030475693304186237;inf
280;0.031994722411649267;inf
285;0.03240632474054251;inf
290;0.03202904254176971;inf
295;0.031697393225432614;inf
300;0.03332136930295551;inf
