Train dataset: data/classification/data.simple.train.100.csv
Test dataset: data/classification/data.simple.test.100.csv
Layers: [2, 16, 8, 4, 2, 2]
Test dataset: 1
Seed: 12020122
Learning rate: 0.1
Activation function: indentity
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-64.46269784207453;0.1;95.0
10;-67.23528636431432;0.18;91.0
15;-79.01878758383347;0.4;80.0
20;-64.46269784207453;0.16;92.0
25;-76.24619906159367;0.32;84.0
30;-66.54213923375438;0.04;98.0
35;-45.74772531695589;0.28;86.0
40;-65.84899210319443;0.02;99.0
45;-66.54213923375438;0.04;98.0
50;-51.292902361435495;0.2;90.0
55;-38.816254011356406;0.38;81.0
60;-49.906608100315594;0.22;89.0
65;-64.46269784207453;0.04;98.0
70;-81.09822897551331;0.46;77.0
75;-81.79137610607326;0.48;76.0
80;-79.71193471439342;0.42;79.0
85;-70.00787488655412;0.14;93.0
90;-63.07640358095463;0.06;97.0
95;-59.61066792815488;0.08;96.0
100;-78.32564045327352;0.38;81.0
105;-63.07640358095463;0.06;97.0
110;-65.15584497263448;0.0;100.0
115;-59.61066792815488;0.08;96.0
120;-60.99696218927478;0.06;97.0
125;-78.32564045327352;0.38;81.0
130;-55.45178514479518;0.14;93.0
135;-62.38325645039468;0.1;95.0
140;-78.32564045327352;0.38;81.0
145;-65.15584497263448;0.0;100.0
150;-69.31472775599418;0.12;94.0
155;-60.99696218927478;0.06;97.0
160;-63.07640358095463;0.06;97.0
165;-56.83807940591509;0.12;94.0
170;-76.24619906159367;0.32;84.0
175;-77.63249332271357;0.36;82.0
180;-65.15584497263448;0.0;100.0
185;-79.01878758383346;0.4;80.0
190;-79.71193471439342;0.42;79.0
195;-59.61066792815488;0.08;96.0
200;-65.84899210319443;0.02;99.0
205;-65.84899210319443;0.02;99.0
210;-66.54213923375438;0.04;98.0
215;-44.361431055836;0.3;85.0
220;-31.884782705756916;0.48;76.0
225;-65.84899210319443;0.02;99.0
230;-62.38325645039468;0.04;98.0
235;-58.22437366703498;0.1;95.0
240;-59.61066792815488;0.08;96.0
245;-67.23528636431432;0.06;97.0
250;-81.09822897551331;0.46;77.0
255;-65.15584497263448;0.0;100.0
260;-73.47361053935387;0.24;88.0
265;-73.47361053935387;0.24;88.0
270;-61.69010931983473;0.08;96.0
275;-58.22437366703498;0.1;95.0
280;-79.01878758383346;0.4;80.0
285;-65.15584497263448;0.0;100.0
290;-65.15584497263448;0.0;100.0
295;-82.4845232366332;0.5;75.0
300;-65.15584497263448;0.0;100.0
