Train dataset: data/classification/data.simple.train.1000.csv
Test dataset: data/classification/data.simple.test.1000.csv
Layers: [2, 64, 32, 2]
Test dataset: 1
Seed: 12020122
Learning rate: 0.1
Activation function: sigmoid
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-669.5802773209034;0.018;99.1
10;-677.8980428876228;0.018;99.1
15;-675.818601495943;0.012;99.4
20;-684.1363670626624;0.012;99.4
25;-682.0569256709825;0.012;99.4
30;-662.6488060153039;0.028;98.6
35;-673.0460129737032;0.016;99.2
40;-669.5802773209034;0.018;99.1
45;-682.0569256709825;0.012;99.4
50;-669.5802773209034;0.018;99.1
55;-670.2734244514634;0.026;98.7
60;-675.818601495943;0.012;99.4
65;-688.295249846022;0.042;97.89999999999999
70;-675.818601495943;0.012;99.4
75;-677.2048957570628;0.016;99.2
80;-686.9089555849021;0.032;98.4
85;-679.2843371487427;0.016;99.2
90;-684.1363670626624;0.006;99.7
95;-681.3637785404226;0.01;99.5
100;-681.3637785404226;0.01;99.5
105;-677.8980428876228;0.006;99.7
110;-686.2158084543422;0.012;99.4
115;-675.8186014959429;0.018;99.1
120;-673.7391601042632;0.012;99.4
125;-676.5117486265028;0.008;99.6
130;-684.8295141932224;0.014;99.3
135;-677.2048957570628;0.016;99.2
140;-685.5226613237824;0.01;99.5
145;-682.7500728015425;0.008;99.6
150;-680.6706314098626;0.014;99.3
155;-679.2843371487427;0.016;99.2
160;-673.7391601042632;0.012;99.4
165;-675.818601495943;0.012;99.4
170;-684.8295141932224;0.008;99.6
175;-677.2048957570628;0.016;99.2
180;-675.125454365383;0.01;99.5
185;-675.818601495943;0.012;99.4
190;-677.2048957570628;0.01;99.5
195;-676.5117486265028;0.008;99.6
200;-670.9665715820233;0.016;99.2
205;-676.5117486265028;0.008;99.6
210;-670.9665715820233;0.016;99.2
215;-684.8295141932224;0.014;99.3
220;-670.9665715820233;0.016;99.2
225;-677.2048957570628;0.016;99.2
230;-675.818601495943;0.012;99.4
235;-677.2048957570628;0.016;99.2
240;-675.125454365383;0.01;99.5
245;-676.5117486265028;0.008;99.6
250;-681.3637785404226;0.01;99.5
255;-677.2048957570629;0.01;99.5
260;-676.5117486265028;0.008;99.6
265;-677.8980428876228;0.006;99.7
270;-679.9774842793026;0.012;99.4
275;-672.3528658431433;0.014;99.3
280;-679.2843371487427;0.016;99.2
285;-677.2048957570628;0.016;99.2
290;-681.3637785404226;0.01;99.5
295;-675.125454365383;0.01;99.5
300;-677.2048957570628;0.016;99.2
