Train dataset: data/classification/data.simple.train.1000.csv
Test dataset: data/classification/data.simple.test.1000.csv
Layers: [2, 2]
Test dataset: 1
Seed: 12020122
Learning rate: 0.1
Activation function: indentity
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-682.0569256709825;0.054;97.3
10;-709.7828108933805;0.08;96.0
15;-616.9010953983473;0.148;92.60000000000001
20;-736.8155489852186;0.158;92.10000000000001
25;-707.7033695017005;0.08;96.0
30;-616.9010953983473;0.094;95.3
35;-725.0320477656994;0.124;93.8
40;-619.673683920587;0.09;95.5
45;-714.6348408073001;0.094;95.3
50;-657.1036289708243;0.09;95.5
55;-607.197035570508;0.162;91.9
60;-734.7361075935387;0.152;92.4
65;-720.8731649823396;0.178;91.10000000000001
70;-632.1503322706661;0.144;92.80000000000001
75;-695.2267211516216;0.068;96.6
80;-675.818601495943;0.138;93.10000000000001
85;-550.358970864592;0.202;89.9
90;-756.223668640897;0.214;89.3
95;-634.229773662346;0.084;95.8
100;-661.955658884744;0.05;97.5
105;-700.7718981961011;0.09;95.5
110;-725.7251948962594;0.198;90.10000000000001
115;-747.9059030741776;0.19;90.5
120;-697.9993096738613;0.046;97.7
125;-739.5881375074583;0.166;91.7
130;-727.1114891573791;0.184;90.8
135;-674.432307234823;0.17;91.5
140;-656.4104818402644;0.058;97.1
145;-747.9059030741777;0.19;90.5
150;-648.7858634041049;0.168;91.60000000000001
155;-638.3886564457057;0.12;94.0
160;-675.818601495943;0.15;92.5
165;-685.5226613237822;0.088;95.6
170;-726.4183420268192;0.158;92.10000000000001
175;-628.6845966178664;0.08;96.0
180;-774.9386411660157;0.268;86.6
185;-639.0818035762657;0.062;96.89999999999999
190;-625.9120080956266;0.102;94.89999999999999
195;-529.5645569477937;0.22;89.0
200;-698.6924568044212;0.12;94.0
205;-731.9635190712988;0.156;92.2
210;-583.6300331314696;0.142;92.9
215;-693.1472797599417;0.146;92.7
220;-656.4104818402643;0.088;95.6
225;-629.3777437484264;0.142;92.9
230;-661.2625117541841;0.174;91.3
235;-562.8356192146712;0.172;91.4
240;-540.6549110367528;0.204;89.8
245;-750.6784915964174;0.198;90.10000000000001
250;-655.0241875791444;0.138;93.10000000000001
255;-642.5475392290654;0.096;95.19999999999999
260;-617.5942425289072;0.096;95.19999999999999
265;-647.399569142985;0.248;87.6
270;-639.0818035762657;0.062;96.89999999999999
275;-625.2188609650666;0.094;95.3
280;-677.2048957570628;0.064;96.8
285;-734.7361075935387;0.152;92.4
290;-551.745265125712;0.188;90.60000000000001
295;-682.7500728015425;0.014;99.3
300;-596.7998286121087;0.132;93.4
