Train dataset: data/classification/data.simple.train.1000.csv
Test dataset: data/classification/data.simple.test.1000.csv
Layers: [2, 8, 4, 2, 2]
Test dataset: 0
Seed: 12020122
Learning rate: 0.1
Activation function: sigmoid
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-675.8186014959429;0.018;99.1
10;-679.9774842793026;0.018;99.1
15;-677.2048957570628;0.016;99.2
20;-682.0569256709825;0.012;99.4
25;-679.2843371487427;0.01;99.5
30;-661.2625117541841;0.03;98.5
35;-675.125454365383;0.01;99.5
40;-677.2048957570628;0.016;99.2
45;-677.2048957570628;0.016;99.2
50;-673.0460129737032;0.016;99.2
55;-675.125454365383;0.022;98.9
60;-675.818601495943;0.012;99.4
65;-688.295249846022;0.042;97.89999999999999
70;-676.5117486265029;0.014;99.3
75;-677.2048957570628;0.016;99.2
80;-684.8295141932224;0.032;98.4
85;-679.9774842793026;0.018;99.1
90;-681.3637785404226;0.01;99.5
95;-679.9774842793026;0.012;99.4
100;-681.3637785404226;0.01;99.5
105;-679.2843371487427;0.01;99.5
110;-681.3637785404226;0.01;99.5
115;-677.2048957570628;0.016;99.2
120;-675.818601495943;0.012;99.4
125;-676.5117486265028;0.008;99.6
130;-683.4432199321025;0.01;99.5
135;-677.2048957570628;0.016;99.2
140;-681.3637785404226;0.01;99.5
145;-679.9774842793026;0.006;99.7
150;-679.2843371487427;0.016;99.2
155;-677.2048957570628;0.016;99.2
160;-675.125454365383;0.01;99.5
165;-677.2048957570628;0.016;99.2
170;-686.2158084543422;0.012;99.4
175;-676.5117486265028;0.014;99.3
180;-673.7391601042632;0.012;99.4
185;-675.818601495943;0.012;99.4
190;-676.5117486265028;0.008;99.6
195;-675.818601495943;0.012;99.4
200;-672.3528658431433;0.014;99.3
205;-677.2048957570628;0.016;99.2
210;-670.9665715820233;0.016;99.2
215;-681.3637785404226;0.01;99.5
220;-671.6597187125833;0.018;99.1
225;-677.2048957570628;0.016;99.2
230;-673.7391601042632;0.012;99.4
235;-677.2048957570628;0.016;99.2
240;-675.125454365383;0.01;99.5
245;-676.5117486265028;0.008;99.6
250;-679.9774842793026;0.012;99.4
255;-675.818601495943;0.012;99.4
260;-675.125454365383;0.01;99.5
265;-676.5117486265028;0.008;99.6
270;-677.2048957570628;0.016;99.2
275;-676.5117486265028;0.014;99.3
280;-677.2048957570628;0.016;99.2
285;-676.5117486265028;0.014;99.3
290;-678.5911900181827;0.014;99.3
295;-672.3528658431433;0.014;99.3
300;-677.2048957570628;0.016;99.2
