Train dataset: data/classification/data.simple.train.100.csv
Test dataset: data/classification/data.simple.test.100.csv
Layers: [2, 16, 8, 2]
Test dataset: 1
Seed: 12020122
Learning rate: 0.1
Activation function: indentity
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-63.76955071151458;0.14;93.0
10;-68.62158062543422;0.16;92.0
15;-79.01878758383347;0.4;80.0
20;-76.24619906159367;0.32;84.0
25;-75.55305193103372;0.3;85.0
30;-65.15584497263448;0.0;100.0
35;-45.74772531695589;0.28;86.0
40;-63.07640358095463;0.06;97.0
45;-67.92843349487427;0.08;96.0
50;-59.61066792815488;0.08;96.0
55;-38.816254011356406;0.38;81.0
60;-51.292902361435495;0.2;90.0
65;-65.84899210319443;0.02;99.0
70;-81.09822897551331;0.46;77.0
75;-79.01878758383346;0.4;80.0
80;-79.01878758383346;0.4;80.0
85;-70.00787488655412;0.14;93.0
90;-67.92843349487428;0.08;96.0
95;-59.61066792815488;0.08;96.0
100;-77.63249332271357;0.36;82.0
105;-65.84899210319443;0.02;99.0
110;-65.15584497263448;0.0;100.0
115;-59.61066792815488;0.08;96.0
120;-58.22437366703498;0.1;95.0
125;-77.63249332271357;0.36;82.0
130;-55.45178514479518;0.14;93.0
135;-62.38325645039468;0.1;95.0
140;-78.32564045327352;0.38;81.0
145;-65.15584497263448;0.0;100.0
150;-70.00787488655412;0.14;93.0
155;-63.76955071151458;0.02;99.0
160;-64.46269784207453;0.04;98.0
165;-59.61066792815488;0.08;96.0
170;-74.16675766991382;0.26;87.0
175;-75.55305193103372;0.3;85.0
180;-65.84899210319443;0.02;99.0
185;-79.71193471439342;0.42;79.0
190;-78.32564045327352;0.38;81.0
195;-60.99696218927478;0.06;97.0
200;-65.84899210319443;0.02;99.0
205;-65.84899210319443;0.02;99.0
210;-65.84899210319443;0.02;99.0
215;-58.22437366703498;0.1;95.0
220;-41.58884253359621;0.34;83.0
225;-65.84899210319443;0.02;99.0
230;-63.76955071151458;0.02;99.0
235;-58.22437366703498;0.1;95.0
240;-62.38325645039468;0.04;98.0
245;-65.84899210319443;0.02;99.0
250;-79.71193471439342;0.42;79.0
255;-65.15584497263448;0.0;100.0
260;-72.08731627823397;0.2;90.0
265;-72.08731627823397;0.2;90.0
270;-62.38325645039468;0.04;98.0
275;-58.22437366703498;0.1;95.0
280;-77.63249332271357;0.36;82.0
285;-65.15584497263448;0.0;100.0
290;-65.15584497263448;0.0;100.0
295;-80.40508184495336;0.44;78.0
300;-65.15584497263448;0.0;100.0
