Train dataset: data/classification/data.simple.train.1000.csv
Test dataset: data/classification/data.simple.test.1000.csv
Layers: [2, 32, 16, 8, 2]
Test dataset: 0
Seed: 12020122
Learning rate: 0.1
Activation function: sigmoid
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-673.7391601042632;0.018;99.1
10;-677.2048957570628;0.016;99.2
15;-675.818601495943;0.012;99.4
20;-684.8295141932223;0.014;99.3
25;-683.4432199321025;0.01;99.5
30;-664.0351002764238;0.026;98.7
35;-675.125454365383;0.01;99.5
40;-669.5802773209034;0.018;99.1
45;-683.4432199321025;0.01;99.5
50;-669.5802773209034;0.018;99.1
55;-670.2734244514634;0.02;99.0
60;-672.3528658431433;0.014;99.3
65;-688.988396976582;0.044;97.8
70;-675.818601495943;0.012;99.4
75;-675.818601495943;0.012;99.4
80;-685.5226613237822;0.028;98.6
85;-677.8980428876228;0.018;99.1
90;-683.4432199321025;0.01;99.5
95;-681.3637785404226;0.01;99.5
100;-679.9774842793026;0.006;99.7
105;-677.8980428876228;0.006;99.7
110;-686.2158084543422;0.012;99.4
115;-674.432307234823;0.02;99.0
120;-675.818601495943;0.012;99.4
125;-676.5117486265028;0.008;99.6
130;-681.3637785404226;0.004;99.8
135;-677.2048957570628;0.016;99.2
140;-685.5226613237822;0.016;99.2
145;-682.7500728015425;0.008;99.6
150;-679.2843371487427;0.016;99.2
155;-679.2843371487427;0.016;99.2
160;-673.7391601042632;0.012;99.4
165;-675.818601495943;0.012;99.4
170;-685.5226613237824;0.01;99.5
175;-675.818601495943;0.012;99.4
180;-672.3528658431433;0.014;99.3
185;-675.125454365383;0.01;99.5
190;-675.125454365383;0.01;99.5
195;-670.9665715820233;0.016;99.2
200;-670.9665715820233;0.016;99.2
205;-677.2048957570628;0.016;99.2
210;-669.5802773209034;0.018;99.1
215;-684.8295141932224;0.014;99.3
220;-669.5802773209034;0.018;99.1
225;-677.2048957570628;0.016;99.2
230;-677.2048957570628;0.01;99.5
235;-677.2048957570628;0.016;99.2
240;-676.5117486265028;0.008;99.6
245;-677.2048957570628;0.01;99.5
250;-677.2048957570628;0.016;99.2
255;-677.2048957570629;0.01;99.5
260;-672.3528658431433;0.014;99.3
265;-677.8980428876228;0.006;99.7
270;-679.9774842793026;0.012;99.4
275;-673.7391601042632;0.012;99.4
280;-677.8980428876228;0.018;99.1
285;-675.818601495943;0.012;99.4
290;-679.9774842793026;0.012;99.4
295;-675.818601495943;0.012;99.4
300;-676.5117486265028;0.014;99.3
