Train dataset: data/classification/data.simple.train.1000.csv
Test dataset: data/classification/data.simple.test.1000.csv
Layers: [2, 16, 8, 2]
Test dataset: 1
Seed: 12020122
Learning rate: 0.1
Activation function: sigmoid
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-681.3637785404226;0.01;99.5
10;-678.5911900181827;0.014;99.3
15;-669.5802773209034;0.018;99.1
20;-687.602102715462;0.022;98.9
25;-693.1472797599417;0.032;98.4
30;-644.6269806207451;0.054;97.3
35;-681.3637785404226;0.01;99.5
40;-662.6488060153039;0.028;98.6
45;-685.5226613237822;0.016;99.2
50;-657.1036289708243;0.036;98.2
55;-660.5693646236241;0.034;98.3
60;-672.3528658431433;0.014;99.3
65;-688.295249846022;0.042;97.89999999999999
70;-677.2048957570628;0.01;99.5
75;-672.3528658431433;0.014;99.3
80;-691.0678383682618;0.026;98.7
85;-677.8980428876228;0.018;99.1
90;-688.988396976582;0.02;99.0
95;-682.0569256709825;0.012;99.4
100;-685.5226613237824;0.01;99.5
105;-685.5226613237822;0.016;99.2
110;-689.6815441071419;0.022;98.9
115;-667.5008359292235;0.03;98.5
120;-675.818601495943;0.012;99.4
125;-679.9774842793026;0.006;99.7
130;-691.0678383682618;0.026;98.7
135;-674.432307234823;0.02;99.0
140;-687.602102715462;0.016;99.2
145;-688.295249846022;0.018;99.1
150;-687.6021027154621;0.028;98.6
155;-683.4432199321025;0.016;99.2
160;-675.818601495943;0.012;99.4
165;-671.6597187125833;0.018;99.1
170;-682.7500728015425;0.008;99.6
175;-676.5117486265028;0.014;99.3
180;-666.8076887986635;0.022;98.9
185;-675.818601495943;0.012;99.4
190;-677.2048957570628;0.01;99.5
195;-662.6488060153039;0.028;98.6
200;-664.0351002764238;0.026;98.7
205;-684.1363670626624;0.012;99.4
210;-658.4899232319442;0.034;98.3
215;-694.5335740210617;0.036;98.2
220;-672.3528658431433;0.014;99.3
225;-674.4323072348232;0.014;99.3
230;-679.9774842793026;0.012;99.4
235;-679.9774842793026;0.018;99.1
240;-678.5911900181827;0.008;99.6
245;-683.4432199321025;0.01;99.5
250;-679.9774842793026;0.012;99.4
255;-673.0460129737032;0.016;99.2
260;-675.125454365383;0.01;99.5
265;-682.7500728015425;0.008;99.6
270;-686.2158084543422;0.012;99.4
275;-679.2843371487427;0.004;99.8
280;-688.295249846022;0.024;98.8
285;-683.4432199321025;0.01;99.5
290;-684.8295141932223;0.014;99.3
295;-677.8980428876228;0.006;99.7
300;-676.5117486265028;0.014;99.3
