Train dataset: data/classification/data.simple.train.1000.csv
Test dataset: data/classification/data.simple.test.1000.csv
Layers: [2, 2, 2]
Test dataset: 1
Seed: 12020122
Learning rate: 0.1
Activation function: indentity
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-675.818601495943;0.012;99.4
10;-722.9526063740195;0.118;94.1
15;-618.2873896594672;0.128;93.60000000000001
20;-753.4510801186573;0.206;89.7
25;-705.6239281100208;0.068;96.6
30;-596.1066814815488;0.124;93.8
35;-736.1224018546585;0.156;92.2
40;-623.8325667039467;0.084;95.8
45;-712.5553994156203;0.088;95.6
50;-653.6378933180246;0.062;96.89999999999999
55;-594.7203872204288;0.132;93.4
60;-736.1224018546586;0.156;92.2
65;-727.1114891573792;0.172;91.4
70;-621.0599781817069;0.142;92.9
75;-716.71428219898;0.106;94.69999999999999
80;-691.0678383682618;0.104;94.8
85;-564.9150606063511;0.19;90.5
90;-780.4838182104952;0.284;85.8
95;-629.3777437484264;0.076;96.2
100;-649.4790105346649;0.062;96.89999999999999
105;-677.8980428876228;0.072;96.39999999999999
110;-735.4292547240984;0.214;89.3
115;-736.1224018546585;0.168;91.60000000000001
120;-702.158192457221;0.058;97.1
125;-744.440167421378;0.18;91.0
130;-725.0320477656993;0.178;91.10000000000001
135;-690.3746912377019;0.126;93.7
140;-664.0351002764238;0.026;98.7
145;-754.1442272492172;0.208;89.60000000000001
150;-660.569364623624;0.13;93.5
155;-639.0818035762657;0.116;94.19999999999999
160;-705.6239281100208;0.134;93.30000000000001
165;-680.6706314098626;0.068;96.6
170;-731.9635190712988;0.156;92.2
175;-619.6736839205871;0.09;95.5
180;-788.8015837772147;0.308;84.6
185;-651.5584519263447;0.044;97.8
190;-629.3777437484263;0.112;94.39999999999999
195;-525.4056741644339;0.226;88.7
200;-685.5226613237821;0.088;95.6
205;-745.1333145519379;0.182;90.9
210;-596.1066814815488;0.124;93.8
215;-723.6457535045795;0.126;93.7
220;-649.4790105346649;0.05;97.5
225;-627.9914494873065;0.102;94.89999999999999
230;-707.7033695017006;0.14;93.0
235;-560.0630306924314;0.176;91.2
240;-550.358970864592;0.19;90.5
245;-742.3607260296981;0.174;91.3
250;-651.5584519263447;0.104;94.8
255;-677.2048957570629;0.076;96.2
260;-621.753125312267;0.09;95.5
265;-641.1612449679453;0.182;90.9
270;-652.9447461874646;0.042;97.89999999999999
275;-609.2764769621879;0.108;94.6
280;-686.9089555849021;0.068;96.6
285;-753.4510801186573;0.206;89.7
290;-551.745265125712;0.188;90.60000000000001
295;-675.818601495943;0.012;99.4
300;-582.9368860009097;0.146;92.7
