Train dataset: data/classification/data.simple.train.1000.csv
Test dataset: data/classification/data.simple.test.1000.csv
Layers: [2, 2, 2]
Test dataset: 1
Seed: 12020122
Learning rate: 0.1
Activation function: tanh
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-670.9665715820233;0.016;99.2
10;-683.4432199321025;0.01;99.5
15;-675.818601495943;0.012;99.4
20;-681.3637785404226;0.01;99.5
25;-684.1363670626624;0.012;99.4
30;-666.8076887986635;0.022;98.9
35;-675.125454365383;0.01;99.5
40;-675.125454365383;0.01;99.5
45;-683.4432199321025;0.01;99.5
50;-675.818601495943;0.012;99.4
55;-677.2048957570628;0.016;99.2
60;-675.818601495943;0.012;99.4
65;-673.0460129737032;0.016;99.2
70;-676.5117486265028;0.008;99.6
75;-675.818601495943;0.012;99.4
80;-680.6706314098626;0.008;99.6
85;-677.2048957570628;0.016;99.2
90;-689.6815441071419;0.022;98.9
95;-680.6706314098626;0.014;99.3
100;-683.4432199321025;0.004;99.8
105;-676.5117486265028;0.014;99.3
110;-687.602102715462;0.016;99.2
115;-683.4432199321025;0.016;99.2
120;-677.2048957570628;0.01;99.5
125;-681.3637785404226;0.01;99.5
130;-688.295249846022;0.018;99.1
135;-676.5117486265028;0.014;99.3
140;-685.5226613237824;0.01;99.5
145;-691.0678383682618;0.026;98.7
150;-681.3637785404226;0.01;99.5
155;-679.2843371487427;0.016;99.2
160;-675.125454365383;0.01;99.5
165;-673.7391601042632;0.012;99.4
170;-677.2048957570628;0.01;99.5
175;-676.5117486265028;0.014;99.3
180;-672.3528658431433;0.014;99.3
185;-677.8980428876228;0.006;99.7
190;-675.125454365383;0.01;99.5
195;-673.7391601042632;0.012;99.4
200;-670.9665715820233;0.016;99.2
205;-677.8980428876228;0.012;99.4
210;-673.7391601042632;0.012;99.4
215;-688.988396976582;0.02;99.0
220;-675.125454365383;0.01;99.5
225;-678.5911900181827;0.014;99.3
230;-677.2048957570628;0.01;99.5
235;-677.2048957570628;0.016;99.2
240;-675.125454365383;0.01;99.5
245;-682.7500728015425;0.008;99.6
250;-681.3637785404226;0.01;99.5
255;-675.125454365383;0.01;99.5
260;-679.9774842793026;0.012;99.4
265;-676.5117486265028;0.008;99.6
270;-686.9089555849021;0.014;99.3
275;-677.8980428876228;0.006;99.7
280;-682.0569256709825;0.012;99.4
285;-676.5117486265028;0.008;99.6
290;-681.3637785404226;0.01;99.5
295;-676.5117486265028;0.008;99.6
300;-681.3637785404226;0.01;99.5
