Train dataset: data/regression/data.cube.train.1000.csv
Test dataset: data/regression/data.cube.test.1000.csv
Layers: [1, 4, 2, 1]
Test dataset: 0
Seed: 12020122
Learning rate: 0.1
Activation function: indentity
Output function: indentity
Problem type: regression
Epochs: 300
Epochs;Loss (mse);Loss (msle)
5;0.46798675077810076;0.13318698311773358
10;0.5170989585402583;0.1257476537487866
15;0.4871384255460981;0.1298741229304934
20;0.5111587599529609;0.12648298657378224
25;0.5179622195626726;0.12564375355324683
30;0.3515981524415028;0.2119119160625381
35;0.36664147404217007;0.1803610747246136
40;0.40231294559961434;0.15282169900906312
45;0.40970282181863743;0.1495118384448929
50;0.43435556918886115;0.141013722966632
55;0.35071080138625793;0.21538370731506762
60;0.466914572616889;0.13339238199324288
65;0.39904620945816216;0.1544415241857732
70;0.4865037249268127;0.12997418502306216
75;0.43949003345150744;0.13959837296761898
80;0.555421209557475;0.12174327368568688
85;0.38163633262920854;0.16538152885686505
90;0.40458557223752417;0.15175461942093327
95;0.40312917347862565;0.1524330592982095
100;0.37139111954680265;0.17473131144924375
105;0.4568443081639369;0.13544362506560584
110;0.3922664739455356;0.1581781065702392
115;0.3856854160309453;0.16240538273030278
120;0.5681643082730617;0.12063986088590666
125;0.40400286893065784;0.15202379609576028
130;0.43644187353958114;0.14042684111366338
135;0.39874091587842997;0.1545984425408849
140;0.5810679380547953;0.11961440307549327
145;0.3759520775337675;0.17018646388965555
150;0.518571164232053;0.12557090038049748
155;0.36960920655387997;0.1767197920267852
160;0.40583281179492997;0.1511883298447326
165;0.40478766212447687;0.15166195839425026
170;0.34639471491375995;0.24533646792394934
175;0.40096397950756657;0.1534777897415927
180;0.358656101092131;0.19313865370610403
185;0.41662195725455387;0.14678389593830327
190;0.4585231936703226;0.13508544320979415
195;0.6308812518508028;0.11634173614391582
200;0.40294117590353157;0.15252202725453723
205;0.4255484452612869;0.14368890089039135
210;0.38064622218296273;0.16616122735717861
215;0.5137060095754932;0.12616322553385184
220;0.44523710450436693;0.1381229469695561
225;0.5348094834981418;0.1237525730046924
230;0.3544789810843871;0.2028179750337641
235;0.36463884898293936;0.18309575242545925
240;0.6433295329713321;0.11566012754260899
245;0.4184181061572114;0.1461257288847978
250;0.5613796628669618;0.12121535301324485
255;0.3967171113639118;0.15566422363736346
260;0.380867558470409;0.16598501110409491
265;0.5993464495599057;0.11829886745070482
270;0.3617273310384281;0.18757304050218812
275;0.48506867852987945;0.13020266846184228
280;0.3600868755639322;0.19041959869297143
285;0.3916416457315902;0.15855151502455422
290;0.5032471856679016;0.12752129848546223
295;0.3584080380635028;0.193635605588441
300;0.5649324556992669;0.1209107023911957
