Train dataset: data/regression/data.activation.train.1000.csv
Test dataset: data/regression/data.activation.test.1000.csv
Layers: [1, 64, 32, 16, 8, 1]
Test dataset: 1
Seed: 12020122
Learning rate: 0.1
Activation function: sigmoid
Output function: indentity
Problem type: regression
Epochs: 300
Epochs;Loss (mse);Loss (msle)
5;0.001776453787144969;inf
10;0.001396598927615977;inf
15;0.0009754529017556789;inf
20;0.00042253569032355204;inf
25;0.0003684744609294353;inf
30;0.00038874669794371496;inf
35;0.00013293601757717775;inf
40;0.00017698254181843043;inf
45;0.00010426090845676773;inf
50;8.577395797853849e-05;0.016204727629413822
55;7.272160006662026e-05;0.01059985729307749
60;8.560380781497111e-05;0.010993390199051158
65;9.31237148402896e-05;0.011567824855938972
70;0.0001102406386392062;0.012464305660775827
75;8.330168355543416e-05;0.015336858945135598
80;0.00010206209904786189;0.013284647418021859
85;7.902106933277414e-05;0.0157649591383768
90;8.634079159718636e-05;0.01500376730264186
95;6.997395266823604e-05;0.01799514051488557
100;7.591089794117153e-05;0.016315577885307627
105;7.000284574342108e-05;0.01820719514523771
110;7.240267394343383e-05;0.0189545892615918
115;6.685690475136601e-05;0.018369976729255534
120;8.604471930410427e-05;0.015916159079470003
125;7.51565452045293e-05;0.01715699112914165
130;6.899582711514964e-05;0.018199670115203185
135;6.292877718478259e-05;0.01847880636178632
140;6.8542258187244e-05;0.01806188547539478
145;5.982955611813673e-05;0.01838009583818077
150;6.25091227105176e-05;0.017885642273745454
155;5.8068163307955816e-05;0.018707460689928356
160;6.030608861906714e-05;0.017945593121752312
165;6.369259933847712e-05;0.016947699517140143
170;5.5966234203456697e-05;0.017831691294747598
175;5.7977908169157495e-05;0.018649885691304754
180;5.9321845803156574e-05;0.01656528138289358
185;5.939753847708144e-05;0.017819840431573745
190;5.4781274150870384e-05;0.0170970997485046
195;5.3446255177041345e-05;0.01718518861384072
200;5.5811424389162726e-05;0.01673427704091566
205;6.198424200818352e-05;0.015909389934388545
210;4.844196664923475e-05;0.01727808912571436
215;5.2224984543206944e-05;0.017289337749162657
220;4.696803749797515e-05;0.017842576658958397
225;4.871053044698682e-05;0.01699383571083279
230;4.971261318345725e-05;0.017272643125071114
235;5.538922933307441e-05;0.015424321915357883
240;4.6610670830001475e-05;0.01657172760488352
245;4.644198828057255e-05;0.016657755504337284
250;4.348920903904956e-05;0.017792144875447374
255;4.473688639847757e-05;0.01709074423366553
260;4.1259625024543114e-05;0.017955520861998954
265;4.447480106127867e-05;0.015876483070700748
270;3.8881218975467244e-05;0.01686701665404813
275;4.409116398314279e-05;0.01626689385645951
280;4.2248635899183055e-05;0.01602256712659415
285;3.7074785770719885e-05;0.016478699503326956
290;3.8858946130376776e-05;0.016928999832983942
295;3.7677021428871276e-05;0.01734011820714729
300;3.8255438536627854e-05;0.01633627505347306
