Train dataset: data/classification/data.simple.train.1000.csv
Test dataset: data/classification/data.simple.test.1000.csv
Layers: [2, 32, 2]
Test dataset: 1
Seed: 12020122
Learning rate: 0.1
Activation function: tanh
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-678.5911900181827;0.008;99.6
10;-682.7500728015425;0.014;99.3
15;-677.2048957570628;0.016;99.2
20;-681.3637785404226;0.01;99.5
25;-681.3637785404226;0.01;99.5
30;-672.3528658431433;0.014;99.3
35;-675.125454365383;0.01;99.5
40;-675.818601495943;0.012;99.4
45;-679.2843371487427;0.016;99.2
50;-675.125454365383;0.01;99.5
55;-677.2048957570628;0.016;99.2
60;-677.2048957570628;0.016;99.2
65;-679.9774842793026;0.012;99.4
70;-679.9774842793026;0.006;99.7
75;-676.5117486265028;0.014;99.3
80;-682.0569256709825;0.006;99.7
85;-679.2843371487427;0.016;99.2
90;-686.2158084543422;0.012;99.4
95;-678.5911900181827;0.014;99.3
100;-679.9774842793026;0.006;99.7
105;-681.3637785404226;0.01;99.5
110;-683.4432199321025;0.004;99.8
115;-681.3637785404226;0.01;99.5
120;-675.125454365383;0.01;99.5
125;-681.3637785404226;0.01;99.5
130;-684.8295141932224;0.008;99.6
135;-677.2048957570628;0.016;99.2
140;-679.9774842793026;0.006;99.7
145;-684.1363670626624;0.006;99.7
150;-677.2048957570628;0.016;99.2
155;-677.2048957570628;0.016;99.2
160;-676.5117486265028;0.008;99.6
165;-675.125454365383;0.01;99.5
170;-677.2048957570628;0.01;99.5
175;-678.5911900181827;0.014;99.3
180;-676.5117486265028;0.008;99.6
185;-677.2048957570628;0.01;99.5
190;-679.2843371487427;0.01;99.5
195;-677.8980428876228;0.006;99.7
200;-675.818601495943;0.012;99.4
205;-677.2048957570628;0.016;99.2
210;-675.125454365383;0.01;99.5
215;-683.4432199321025;0.01;99.5
220;-676.5117486265028;0.008;99.6
225;-678.5911900181827;0.014;99.3
230;-676.5117486265028;0.008;99.6
235;-677.2048957570628;0.016;99.2
240;-677.8980428876228;0.006;99.7
245;-681.3637785404226;0.01;99.5
250;-679.9774842793026;0.012;99.4
255;-676.5117486265028;0.008;99.6
260;-678.5911900181827;0.008;99.6
265;-679.2843371487427;0.01;99.5
270;-679.9774842793026;0.006;99.7
275;-675.818601495943;0.012;99.4
280;-677.2048957570628;0.016;99.2
285;-677.2048957570628;0.01;99.5
290;-681.3637785404226;0.01;99.5
295;-675.125454365383;0.01;99.5
300;-678.5911900181827;0.014;99.3
