Train dataset: data/classification/data.simple.train.100.csv
Test dataset: data/classification/data.simple.test.100.csv
Layers: [2, 2]
Test dataset: 1
Seed: 12020122
Learning rate: 0.1
Activation function: tanh
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-63.07640358095463;0.06;97.0
10;-59.61066792815488;0.08;96.0
15;-64.46269784207453;0.04;98.0
20;-66.54213923375438;0.04;98.0
25;-68.62158062543423;0.1;95.0
30;-65.15584497263448;0.0;100.0
35;-58.22437366703498;0.1;95.0
40;-62.38325645039468;0.04;98.0
45;-65.84899210319443;0.02;99.0
50;-62.38325645039468;0.04;98.0
55;-55.45178514479518;0.14;93.0
60;-58.22437366703498;0.1;95.0
65;-62.38325645039468;0.04;98.0
70;-71.39416914767402;0.18;91.0
75;-69.31472775599418;0.12;94.0
80;-71.39416914767402;0.18;91.0
85;-66.54213923375437;0.16;92.0
90;-65.84899210319443;0.02;99.0
95;-62.38325645039468;0.04;98.0
100;-72.08731627823398;0.2;90.0
105;-63.07640358095463;0.06;97.0
110;-65.84899210319443;0.02;99.0
115;-58.22437366703498;0.1;95.0
120;-56.83807940591509;0.12;94.0
125;-65.15584497263448;0.0;100.0
130;-58.22437366703498;0.1;95.0
135;-60.99696218927478;0.06;97.0
140;-68.62158062543423;0.1;95.0
145;-60.99696218927478;0.06;97.0
150;-63.07640358095463;0.06;97.0
155;-63.76955071151458;0.02;99.0
160;-65.84899210319443;0.02;99.0
165;-60.99696218927478;0.06;97.0
170;-65.15584497263448;0.0;100.0
175;-67.92843349487427;0.08;96.0
180;-65.15584497263448;0.0;100.0
185;-67.92843349487427;0.08;96.0
190;-68.62158062543422;0.16;92.0
195;-60.99696218927478;0.06;97.0
200;-62.38325645039468;0.04;98.0
205;-62.38325645039468;0.04;98.0
210;-63.76955071151458;0.02;99.0
215;-60.99696218927478;0.06;97.0
220;-54.06549088367528;0.16;92.0
225;-65.15584497263448;0.0;100.0
230;-62.38325645039468;0.04;98.0
235;-59.61066792815488;0.08;96.0
240;-60.99696218927478;0.06;97.0
245;-63.76955071151458;0.02;99.0
250;-68.62158062543422;0.1;95.0
255;-62.38325645039468;0.04;98.0
260;-65.15584497263448;0.0;100.0
265;-66.54213923375438;0.04;98.0
270;-60.99696218927478;0.06;97.0
275;-62.38325645039468;0.04;98.0
280;-65.84899210319443;0.02;99.0
285;-63.76955071151458;0.02;99.0
290;-62.38325645039468;0.04;98.0
295;-67.23528636431433;0.06;97.0
300;-65.15584497263448;0.0;100.0
