Train dataset: data/classification/data.simple.train.1000.csv
Test dataset: data/classification/data.simple.test.1000.csv
Layers: [2, 16, 8, 2]
Test dataset: 1
Seed: 12020122
Learning rate: 0.1
Activation function: indentity
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-643.2406863596253;0.056;97.2
10;-693.8404268905017;0.046;97.7
15;-619.6736839205871;0.126;93.7
20;-747.2127559436177;0.188;90.60000000000001
25;-699.3856039349812;0.05;97.5
30;-621.0599781817069;0.088;95.6
35;-717.4074293295398;0.102;94.89999999999999
40;-618.2873896594672;0.092;95.39999999999999
45;-705.6239281100208;0.068;96.6
50;-664.7282474069838;0.046;97.7
55;-572.5396790425104;0.158;92.10000000000001
60;-740.9744317685781;0.17;91.5
65;-756.916815771457;0.216;89.2
70;-587.7889159148293;0.148;92.60000000000001
75;-705.6239281100208;0.074;96.3
80;-677.2048957570629;0.076;96.2
85;-530.2577040783535;0.222;88.9
90;-794.3467608216943;0.324;83.8
95;-634.922920792906;0.068;96.6
100;-631.4571851401063;0.076;96.2
105;-686.2158084543422;0.066;96.7
110;-750.6784915964174;0.21;89.5
115;-745.8264616824978;0.19;90.5
120;-712.5553994156203;0.088;95.6
125;-743.053873160258;0.176;91.2
130;-731.9635190712988;0.18;91.0
135;-693.1472797599416;0.098;95.1
140;-647.399569142985;0.05;97.5
145;-755.530521510337;0.212;89.4
150;-636.3092150540258;0.09;95.5
155;-627.9914494873065;0.102;94.89999999999999
160;-698.6924568044212;0.114;94.3
165;-698.6924568044212;0.072;96.39999999999999
170;-748.5990502047375;0.192;90.4
175;-586.4026216537095;0.138;93.10000000000001
180;-784.6427009938549;0.296;85.2
185;-675.125454365383;0.01;99.5
190;-608.5833298316279;0.118;94.1
195;-533.7234397311533;0.214;89.3
200;-720.1800178517797;0.11;94.5
205;-747.2127559436177;0.188;90.60000000000001
210;-603.0381527871482;0.114;94.3
215;-730.5772248101789;0.14;93.0
220;-616.9010953983473;0.094;95.3
225;-648.092716273545;0.052;97.39999999999999
230;-686.2158084543421;0.084;95.8
235;-544.8137938201124;0.198;90.10000000000001
240;-566.9945019980308;0.166;91.7
245;-750.6784915964174;0.198;90.10000000000001
250;-654.3310404485845;0.082;95.89999999999999
255;-679.9774842793026;0.072;96.39999999999999
260;-573.9259733036304;0.156;92.2
265;-612.0490654844275;0.146;92.7
270;-611.3559183538675;0.102;94.89999999999999
275;-597.4929757426687;0.122;93.89999999999999
280;-670.9665715820233;0.082;95.89999999999999
285;-750.6784915964174;0.198;90.10000000000001
290;-511.54273155323494;0.246;87.7
295;-662.6488060153039;0.028;98.6
300;-569.7670905202707;0.162;91.9
