Train dataset: data/classification/data.simple.train.1000.csv
Test dataset: data/classification/data.simple.test.1000.csv
Layers: [2, 2]
Test dataset: 1
Seed: 12020122
Learning rate: 0.1
Activation function: tanh
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-686.9089555849021;0.02;99.0
10;-724.3389006351395;0.122;93.89999999999999
15;-657.1036289708243;0.126;93.7
20;-731.2703719407389;0.142;92.9
25;-723.6457535045795;0.12;94.0
30;-564.2219134757911;0.17;91.5
35;-693.8404268905017;0.046;97.7
40;-673.7391601042632;0.018;99.1
45;-720.8731649823396;0.112;94.39999999999999
50;-680.6706314098626;0.038;98.1
55;-588.4820630453894;0.144;92.80000000000001
60;-726.4183420268193;0.128;93.60000000000001
65;-702.8513395877809;0.144;92.80000000000001
70;-629.3777437484264;0.136;93.2
75;-679.9774842793026;0.036;98.2
80;-711.8622522850603;0.134;93.30000000000001
85;-571.1533847813905;0.19;90.5
90;-731.9635190712988;0.144;92.80000000000001
95;-650.8653047957848;0.048;97.6
100;-690.3746912377019;0.048;97.6
105;-693.8404268905017;0.064;96.8
110;-703.544486718341;0.152;92.4
115;-732.6566662018588;0.158;92.10000000000001
120;-691.7609854988218;0.028;98.6
125;-727.804636287939;0.132;93.4
130;-726.4183420268192;0.17;91.5
135;-688.2952498460221;0.102;94.89999999999999
140;-691.7609854988218;0.028;98.6
145;-737.5086961157784;0.16;92.0
150;-679.2843371487427;0.106;94.69999999999999
155;-674.432307234823;0.11;94.5
160;-688.2952498460221;0.102;94.89999999999999
165;-684.8295141932224;0.068;96.6
170;-719.4868707212197;0.12;94.0
175;-623.8325667039467;0.084;95.8
180;-749.9853444658575;0.196;90.2
185;-626.6051552261865;0.08;96.0
190;-643.9338334901852;0.1;95.0
195;-566.994501998031;0.166;91.7
200;-644.6269806207453;0.066;96.7
205;-739.5881375074582;0.166;91.7
210;-608.5833298316279;0.106;94.69999999999999
215;-684.8295141932224;0.068;96.6
220;-650.1721576652249;0.046;97.7
225;-637.0023621845858;0.092;95.39999999999999
230;-629.3777437484263;0.112;94.39999999999999
235;-566.9945019980308;0.166;91.7
240;-560.0630306924313;0.176;91.2
245;-744.440167421378;0.18;91.0
250;-643.2406863596253;0.11;94.5
255;-625.2188609650667;0.082;95.89999999999999
260;-652.2515990569046;0.07;96.5
265;-664.7282474069838;0.166;91.7
270;-707.0102223711406;0.072;96.39999999999999
275;-623.1394195733868;0.094;95.3
280;-675.818601495943;0.066;96.7
285;-716.7142821989798;0.1;95.0
290;-576.6985618258701;0.152;92.4
295;-704.9307809794609;0.066;96.7
300;-636.3092150540258;0.09;95.5
